exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_hiddens,shuffled
0.3170869194586886,0.45640074211502785,0.3,0.1,8,500,32,False
0.10038152006945836,0.45640074211502785,0.3,0.1,8,500,32,True
0.596234256460163,0.45640074211502785,0.0,0.1,8,500,32,False
0.06293915127816149,0.45640074211502785,0.0,0.1,8,500,32,True
0.6970903854043504,0.45640074211502785,0.0,0.1,8,500,256,False
0.4693794617857932,0.45640074211502785,0.3,0.1,8,500,256,False
0.0667926810383232,0.45640074211502785,0.0,0.1,8,500,256,True
0.10038152006945836,0.45640074211502785,0.3,0.1,8,500,256,True
