exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.5376353058363909,0.5258199909676045,0.0,0.1,100.0,64,500,32,0.1,False
0.5290765701844677,0.5258199909676045,0.0,0.1,100.0,128,500,32,0.1,False
0.5509629885711352,0.5258199909676045,0.0,0.1,100.0,64,500,256,0.1,False
0.5487790770931812,0.5258199909676045,0.0,0.1,100.0,128,500,256,0.1,False
0.544468512610176,0.5258199909676045,0.0,0.1,100.0,64,500,32,0.5,False
0.5486263797847115,0.5258199909676045,0.0,0.1,100.0,128,500,32,0.5,False
0.5535581808496518,0.5258199909676045,0.0,0.1,100.0,64,500,256,0.5,False
0.5503230049303668,0.5258199909676045,0.0,0.1,100.0,128,500,256,0.5,False
0.5394107138531996,0.5258199909676045,0.0,0.1,100.0,64,500,32,0.1,True
0.5250246860802885,0.5258199909676045,0.0,0.1,100.0,128,500,32,0.1,True
0.5354245817025128,0.5258199909676045,0.0,0.1,100.0,64,500,256,0.1,True
0.5380748121883501,0.5258199909676045,0.0,0.1,100.0,128,500,256,0.1,True
0.5446301151826497,0.5258199909676045,0.0,0.1,100.0,64,500,32,0.5,True
0.5341758433813489,0.5258199909676045,0.0,0.1,100.0,128,500,32,0.5,True
0.5438907365924153,0.5258199909676045,0.0,0.1,100.0,64,500,256,0.5,True
0.5466766289477427,0.5258199909676045,0.0,0.1,100.0,128,500,256,0.5,True
