exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.029175050301810865,0.008718980549966466,0.0,0.1,50.0,64,500,100,False,True
0.02749832327297116,0.008718980549966466,0.0,0.1,100.0,64,500,100,False,True
0.02448021462105969,0.008718980549966466,0.0,0.1,50.0,64,500,100,True,True
0.02448021462105969,0.008718980549966466,0.0,0.1,100.0,64,500,100,True,True
