exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_output,prop_negative,shuffled
0.7232115712066183,0.582978330186182,0.0,0.1,64,50,,,False
0.582978330186182,0.582978330186182,0.0,0.1,64,50,,,True
