exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_folds,num_hiddens,shuffled
0.3663453565505804,0.2949640287769784,0.0,0.1,8,500,2,32,False
0.3147025290215589,0.2949640287769784,0.3,0.1,8,500,2,32,False
0.42313995808015425,0.2949640287769784,0.0,0.1,8,500,6,32,False
0.34087316280289953,0.2949640287769784,0.3,0.1,8,500,6,32,False
0.46584784411276947,0.2949640287769784,0.0,0.1,8,500,2,256,False
0.4186359867330017,0.2949640287769784,0.3,0.1,8,500,2,256,False
