exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.9087102153028723,0.6423285785520619,0.0,0.1,100.0,64,500,32,0.1,False
0.8748489869835152,0.6423285785520619,0.0,0.1,100.0,128,500,32,0.1,False
0.9677155968640645,0.6423285785520619,0.0,0.1,100.0,64,500,256,0.1,False
0.9393106090672851,0.6423285785520619,0.0,0.1,100.0,128,500,256,0.1,False
0.9541150157274509,0.6423285785520619,0.0,0.1,100.0,64,500,32,0.5,False
0.9314423640545597,0.6423285785520619,0.0,0.1,100.0,128,500,32,0.5,False
0.9741316313625675,0.6423285785520619,0.0,0.1,100.0,64,500,256,0.5,False
0.9766531774161752,0.6423285785520619,0.0,0.1,100.0,128,500,256,0.5,False
0.5571584037252548,0.6423285785520619,0.0,0.1,100.0,64,500,32,0.1,True
0.5449571702110058,0.6423285785520619,0.0,0.1,100.0,128,500,32,0.1,True
0.5401430357171301,0.6423285785520619,0.0,0.1,100.0,64,500,256,0.1,True
0.5421719349548282,0.6423285785520619,0.0,0.1,100.0,128,500,256,0.1,True
0.5608134695327459,0.6423285785520619,0.0,0.1,100.0,64,500,32,0.5,True
0.564948274605997,0.6423285785520619,0.0,0.1,100.0,128,500,32,0.5,True
0.5593957032683675,0.6423285785520619,0.0,0.1,100.0,64,500,256,0.5,True
0.5724487933125312,0.6423285785520619,0.0,0.1,100.0,128,500,256,0.5,True
