exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.140625,0.03125,0.1,0.1,50.0,2,500,32,False,True
0.18359375,0.03125,0.3,0.1,50.0,2,500,32,False,True
0.16015625,0.03125,0.1,0.1,100.0,2,500,32,False,True
0.146484375,0.03125,0.3,0.1,100.0,2,500,32,False,True
0.16796875,0.03125,0.1,0.1,50.0,2,500,256,False,True
0.189453125,0.03125,0.3,0.1,50.0,2,500,256,False,True
0.1640625,0.03125,0.1,0.1,100.0,2,500,256,False,True
0.166015625,0.03125,0.3,0.1,100.0,2,500,256,False,True
0.1171875,0.03125,0.1,0.1,50.0,2,500,32,True,True
0.119140625,0.03125,0.3,0.1,50.0,2,500,32,True,True
0.12109375,0.03125,0.1,0.1,100.0,2,500,32,True,True
0.115234375,0.03125,0.3,0.1,100.0,2,500,32,True,True
0.12109375,0.03125,0.1,0.1,50.0,2,500,256,True,True
0.12109375,0.03125,0.3,0.1,50.0,2,500,256,True,True
0.12109375,0.03125,0.1,0.1,100.0,2,500,256,True,True
0.123046875,0.03125,0.3,0.1,100.0,2,500,256,True,True
