exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled
0.7119480730686315,0.6456155307975041,0.0,0.1,100.0,4,500,32,False
0.7054244568935726,0.6456155307975041,0.2,0.1,100.0,4,500,32,False
0.7558266155657125,0.6456155307975041,0.0,0.1,100.0,4,500,256,False
0.7564600359173039,0.6456155307975041,0.2,0.1,100.0,4,500,256,False
0.5493975631950148,0.6456155307975041,0.0,0.1,100.0,4,500,32,True
0.5516788965181264,0.6456155307975041,0.2,0.1,100.0,4,500,32,True
0.5473392435176948,0.6456155307975041,0.0,0.1,100.0,4,500,256,True
0.5520766471411606,0.6456155307975041,0.2,0.1,100.0,4,500,256,True
