exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_hiddens,shuffled
0.5144985516053439,0.4267161410018553,0.0,0.1,8,500,32,False
0.24556611240892948,0.4267161410018553,0.3,0.1,8,500,32,False
0.635923334162665,0.4267161410018553,0.0,0.1,8,500,256,False
0.29770861359971756,0.4267161410018553,0.3,0.1,8,500,256,False
0.06142400643502627,0.4267161410018553,0.0,0.1,8,500,32,True
0.1077589477910055,0.4267161410018553,0.3,0.1,8,500,32,True
0.06567866115051048,0.4267161410018553,0.0,0.1,8,500,256,True
0.10038152006945836,0.4267161410018553,0.3,0.1,8,500,256,True
