exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.5185500338327461,0.5411587802677392,0.0,0.1,50.0,64,500,256,0.5,False
0.5077611667302424,0.5411587802677392,0.0,0.1,100.0,64,500,256,0.5,False
0.4984297191018499,0.5411587802677392,0.0,0.1,50.0,64,500,256,0.5,True
0.4995768638533806,0.5411587802677392,0.0,0.1,100.0,64,500,256,0.5,True
