exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.30078125,0.025390625,0.1,0.1,50.0,2,500,32,False,True
0.306640625,0.025390625,0.3,0.1,50.0,2,500,32,False,True
0.263671875,0.025390625,0.1,0.1,100.0,2,500,32,False,True
0.27734375,0.025390625,0.3,0.1,100.0,2,500,32,False,True
0.365234375,0.025390625,0.1,0.1,50.0,2,500,256,False,True
0.353515625,0.025390625,0.3,0.1,50.0,2,500,256,False,True
0.333984375,0.025390625,0.1,0.1,100.0,2,500,256,False,True
0.328125,0.025390625,0.3,0.1,100.0,2,500,256,False,True
0.134765625,0.025390625,0.1,0.1,50.0,2,500,32,True,True
0.142578125,0.025390625,0.3,0.1,50.0,2,500,32,True,True
0.154296875,0.025390625,0.1,0.1,100.0,2,500,32,True,True
0.140625,0.025390625,0.3,0.1,100.0,2,500,32,True,True
0.150390625,0.025390625,0.1,0.1,50.0,2,500,256,True,True
0.142578125,0.025390625,0.3,0.1,50.0,2,500,256,True,True
0.134765625,0.025390625,0.1,0.1,100.0,2,500,256,True,True
0.125,0.025390625,0.3,0.1,100.0,2,500,256,True,True
