exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.18359375,0.037109375,0.1,0.1,50.0,2,500,32,False,True
0.189453125,0.037109375,0.3,0.1,50.0,2,500,32,False,True
0.16015625,0.037109375,0.1,0.1,100.0,2,500,32,False,True
0.1875,0.037109375,0.3,0.1,100.0,2,500,32,False,True
0.1875,0.037109375,0.1,0.1,50.0,2,500,256,False,True
0.189453125,0.037109375,0.3,0.1,50.0,2,500,256,False,True
0.1796875,0.037109375,0.1,0.1,100.0,2,500,256,False,True
0.181640625,0.037109375,0.3,0.1,100.0,2,500,256,False,True
0.109375,0.037109375,0.1,0.1,50.0,2,500,32,True,True
0.1484375,0.037109375,0.3,0.1,50.0,2,500,32,True,True
0.123046875,0.037109375,0.1,0.1,100.0,2,500,32,True,True
0.109375,0.037109375,0.3,0.1,100.0,2,500,32,True,True
0.12890625,0.037109375,0.1,0.1,50.0,2,500,256,True,True
0.1328125,0.037109375,0.3,0.1,50.0,2,500,256,True,True
0.11328125,0.037109375,0.1,0.1,100.0,2,500,256,True,True
0.109375,0.037109375,0.3,0.1,100.0,2,500,256,True,True
