exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.302734375,0.025390625,0.1,0.1,50.0,2,500,32,False,True
0.283203125,0.025390625,0.3,0.1,50.0,2,500,32,False,True
0.25,0.025390625,0.1,0.1,100.0,2,500,32,False,True
0.259765625,0.025390625,0.3,0.1,100.0,2,500,32,False,True
0.306640625,0.025390625,0.1,0.1,50.0,2,500,256,False,True
0.310546875,0.025390625,0.3,0.1,50.0,2,500,256,False,True
0.306640625,0.025390625,0.1,0.1,100.0,2,500,256,False,True
0.283203125,0.025390625,0.3,0.1,100.0,2,500,256,False,True
0.201171875,0.025390625,0.1,0.1,50.0,2,500,32,True,True
0.1953125,0.025390625,0.3,0.1,50.0,2,500,32,True,True
0.18359375,0.025390625,0.1,0.1,100.0,2,500,32,True,True
0.193359375,0.025390625,0.3,0.1,100.0,2,500,32,True,True
0.20703125,0.025390625,0.1,0.1,50.0,2,500,256,True,True
0.205078125,0.025390625,0.3,0.1,50.0,2,500,256,True,True
0.203125,0.025390625,0.1,0.1,100.0,2,500,256,True,True
0.205078125,0.025390625,0.3,0.1,100.0,2,500,256,True,True
