exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.8044043391053506,0.7051492348887126,0.0,0.1,100.0,64,500,32,0.1,False
0.7872425461503485,0.7051492348887126,0.0,0.1,100.0,128,500,32,0.1,False
0.8556619159316793,0.7051492348887126,0.0,0.1,100.0,64,500,256,0.1,False
0.8392493737412955,0.7051492348887126,0.0,0.1,100.0,128,500,256,0.1,False
0.8542133009864475,0.7051492348887126,0.0,0.1,100.0,64,500,32,0.5,False
0.8500959428495434,0.7051492348887126,0.0,0.1,100.0,128,500,32,0.5,False
0.8696429055101766,0.7051492348887126,0.0,0.1,100.0,64,500,256,0.5,False
0.8672676884980671,0.7051492348887126,0.0,0.1,100.0,128,500,256,0.5,False
0.6673129849420306,0.7051492348887126,0.0,0.1,100.0,64,500,32,0.1,True
0.6674174639253254,0.7051492348887126,0.0,0.1,100.0,128,500,32,0.1,True
0.6348981967999007,0.7051492348887126,0.0,0.1,100.0,64,500,256,0.1,True
0.6473686156491061,0.7051492348887126,0.0,0.1,100.0,128,500,256,0.1,True
0.6908648357710087,0.7051492348887126,0.0,0.1,100.0,64,500,32,0.5,True
0.7005154153546255,0.7051492348887126,0.0,0.1,100.0,128,500,32,0.5,True
0.6381648385414325,0.7051492348887126,0.0,0.1,100.0,64,500,256,0.5,True
0.6537925354320554,0.7051492348887126,0.0,0.1,100.0,128,500,256,0.5,True
