exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.5000000000324449,0.5101709667659735,0.0,0.1,100.0,64,500,32,0.1,False
0.5063381777964615,0.5101709667659735,0.0,0.1,100.0,128,500,32,0.1,False
0.5357214343820476,0.5101709667659735,0.0,0.1,100.0,64,500,256,0.1,False
0.527057143569867,0.5101709667659735,0.0,0.1,100.0,128,500,256,0.1,False
0.5021037480131455,0.5101709667659735,0.0,0.1,100.0,64,500,32,0.5,False
0.504647543311777,0.5101709667659735,0.0,0.1,100.0,128,500,32,0.5,False
0.5517401680722149,0.5101709667659735,0.0,0.1,100.0,64,500,256,0.5,False
0.5412270715150711,0.5101709667659735,0.0,0.1,100.0,128,500,256,0.5,False
0.5066419415403642,0.5101709667659735,0.0,0.1,100.0,64,500,32,0.1,True
0.5000000000324449,0.5101709667659735,0.0,0.1,100.0,128,500,32,0.1,True
0.48577017350671897,0.5101709667659735,0.0,0.1,100.0,64,500,256,0.1,True
0.4866924852992797,0.5101709667659735,0.0,0.1,100.0,128,500,256,0.1,True
0.5087891501150954,0.5101709667659735,0.0,0.1,100.0,64,500,32,0.5,True
0.4883079458465186,0.5101709667659735,0.0,0.1,100.0,128,500,32,0.5,True
0.483567498822958,0.5101709667659735,0.0,0.1,100.0,64,500,256,0.5,True
0.4815535461656,0.5101709667659735,0.0,0.1,100.0,128,500,256,0.5,True
