exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.185546875,0.041015625,0.1,0.1,50.0,2,500,32,False,True
0.203125,0.041015625,0.3,0.1,50.0,2,500,32,False,True
0.15234375,0.041015625,0.1,0.1,100.0,2,500,32,False,True
0.171875,0.041015625,0.3,0.1,100.0,2,500,32,False,True
0.2109375,0.041015625,0.1,0.1,50.0,2,500,256,False,True
0.208984375,0.041015625,0.3,0.1,50.0,2,500,256,False,True
0.19140625,0.041015625,0.1,0.1,100.0,2,500,256,False,True
0.18359375,0.041015625,0.3,0.1,100.0,2,500,256,False,True
0.1171875,0.041015625,0.1,0.1,50.0,2,500,32,True,True
0.119140625,0.041015625,0.3,0.1,50.0,2,500,32,True,True
0.115234375,0.041015625,0.1,0.1,100.0,2,500,32,True,True
0.109375,0.041015625,0.3,0.1,100.0,2,500,32,True,True
0.095703125,0.041015625,0.1,0.1,50.0,2,500,256,True,True
0.11328125,0.041015625,0.3,0.1,50.0,2,500,256,True,True
0.091796875,0.041015625,0.1,0.1,100.0,2,500,256,True,True
0.1015625,0.041015625,0.3,0.1,100.0,2,500,256,True,True
