exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.662041422847437,0.4989543709947176,0.0,0.1,100.0,64,500,32,0.1,False
0.6347546883439308,0.4989543709947176,0.0,0.1,100.0,128,500,32,0.1,False
0.7099606298924526,0.4989543709947176,0.0,0.1,100.0,64,500,256,0.1,False
0.7051019924188912,0.4989543709947176,0.0,0.1,100.0,128,500,256,0.1,False
0.6812412792373744,0.4989543709947176,0.0,0.1,100.0,64,500,32,0.5,False
0.6951883900481102,0.4989543709947176,0.0,0.1,100.0,128,500,32,0.5,False
0.6999046887274333,0.4989543709947176,0.0,0.1,100.0,64,500,256,0.5,False
0.7040106341314096,0.4989543709947176,0.0,0.1,100.0,128,500,256,0.5,False
0.5022598847075722,0.4989543709947176,0.0,0.1,100.0,64,500,32,0.1,True
0.5006324347604774,0.4989543709947176,0.0,0.1,100.0,128,500,32,0.1,True
0.5022922278294996,0.4989543709947176,0.0,0.1,100.0,64,500,256,0.1,True
0.5079438611576391,0.4989543709947176,0.0,0.1,100.0,128,500,256,0.1,True
0.5123496384270053,0.4989543709947176,0.0,0.1,100.0,64,500,32,0.5,True
0.5426940411457204,0.4989543709947176,0.0,0.1,100.0,128,500,32,0.5,True
0.5093844459996841,0.4989543709947176,0.0,0.1,100.0,64,500,256,0.5,True
0.5296918806884698,0.4989543709947176,0.0,0.1,100.0,128,500,256,0.5,True
