exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.7510777851742896,0.6657167663866922,0.0,0.1,100.0,64,500,32,0.1,False
0.7036915216528827,0.6657167663866922,0.0,0.1,100.0,128,500,32,0.1,False
0.8062326747997611,0.6657167663866922,0.0,0.1,100.0,64,500,256,0.1,False
0.7954585560930981,0.6657167663866922,0.0,0.1,100.0,128,500,256,0.1,False
0.7599184281867549,0.6657167663866922,0.0,0.1,100.0,64,500,32,0.5,False
0.7292960592246263,0.6657167663866922,0.0,0.1,100.0,128,500,32,0.5,False
0.8161097335156285,0.6657167663866922,0.0,0.1,100.0,64,500,256,0.5,False
0.8084531459174426,0.6657167663866922,0.0,0.1,100.0,128,500,256,0.5,False
0.589931255249197,0.6657167663866922,0.0,0.1,100.0,64,500,32,0.1,True
0.5773581126677004,0.6657167663866922,0.0,0.1,100.0,128,500,32,0.1,True
0.5848647288038975,0.6657167663866922,0.0,0.1,100.0,64,500,256,0.1,True
0.5828058334970754,0.6657167663866922,0.0,0.1,100.0,128,500,256,0.1,True
0.6017625195850451,0.6657167663866922,0.0,0.1,100.0,64,500,32,0.5,True
0.5953493111263262,0.6657167663866922,0.0,0.1,100.0,128,500,32,0.5,True
0.6094447170530307,0.6657167663866922,0.0,0.1,100.0,64,500,256,0.5,True
0.6025780274596465,0.6657167663866922,0.0,0.1,100.0,128,500,256,0.5,True
