exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.2734375,0.044921875,0.1,0.1,50.0,2,500,32,False,True
0.28125,0.044921875,0.3,0.1,50.0,2,500,32,False,True
0.25,0.044921875,0.1,0.1,100.0,2,500,32,False,True
0.22265625,0.044921875,0.3,0.1,100.0,2,500,32,False,True
0.27734375,0.044921875,0.1,0.1,50.0,2,500,256,False,True
0.26953125,0.044921875,0.3,0.1,50.0,2,500,256,False,True
0.279296875,0.044921875,0.1,0.1,100.0,2,500,256,False,True
0.2734375,0.044921875,0.3,0.1,100.0,2,500,256,False,True
0.13671875,0.044921875,0.1,0.1,50.0,2,500,32,True,True
0.123046875,0.044921875,0.3,0.1,50.0,2,500,32,True,True
0.119140625,0.044921875,0.1,0.1,100.0,2,500,32,True,True
0.119140625,0.044921875,0.3,0.1,100.0,2,500,32,True,True
0.134765625,0.044921875,0.1,0.1,50.0,2,500,256,True,True
0.13671875,0.044921875,0.3,0.1,50.0,2,500,256,True,True
0.119140625,0.044921875,0.1,0.1,100.0,2,500,256,True,True
0.123046875,0.044921875,0.3,0.1,100.0,2,500,256,True,True
