,arch,embed_size,embedder,evaluation,replication,score,stage,task,time_of_init
551,comparator,30,cbow,matching,1,0.7589070567388083,expert+rs,cohyponyms_semantic,2018-11-14-10-15-41
552,comparator,30,cbow,matching,0,0.6797628877807033,novice,features_has,2018-11-14-10-15-41
553,comparator,30,cbow,matching,0,0.6146047114622838,expert,features_has,2018-11-14-10-15-41
554,comparator,30,cbow,matching,0,0.6041483425562013,expert+rs,features_has,2018-11-14-10-15-41
555,comparator,30,cbow,matching,1,0.6783671866111233,novice,features_has,2018-11-14-10-15-41
556,comparator,30,cbow,matching,1,0.6182620976899214,expert,features_has,2018-11-14-10-15-41
557,comparator,30,cbow,matching,1,0.6011178710653522,expert+rs,features_has,2018-11-14-10-15-41
558,comparator,30,cbow,matching,0,0.6087017203744887,novice,features_is,2018-11-14-10-15-41
559,comparator,30,cbow,matching,0,0.5488122091561666,expert,features_is,2018-11-14-10-15-41
560,comparator,30,cbow,matching,0,0.5541861473597027,expert+rs,features_is,2018-11-14-10-15-41
561,comparator,30,cbow,matching,1,0.6098649136168934,novice,features_is,2018-11-14-10-15-41
562,comparator,30,cbow,matching,1,0.5443737086259521,expert,features_is,2018-11-14-10-15-41
563,comparator,30,cbow,matching,1,0.5463914407635381,expert+rs,features_is,2018-11-14-10-15-41
564,comparator,30,cbow,matching,0,0.657088268011328,novice,nyms_syn,2018-11-14-10-15-41
565,comparator,30,cbow,matching,0,0.6222020631936727,expert,nyms_syn,2018-11-14-10-15-41
566,comparator,30,cbow,matching,0,0.6184557169130945,expert+rs,nyms_syn,2018-11-14-10-15-41
567,comparator,30,cbow,matching,1,0.6601446840947056,novice,nyms_syn,2018-11-14-10-15-41
568,comparator,30,cbow,matching,1,0.6189855321378025,expert,nyms_syn,2018-11-14-10-15-41
569,comparator,30,cbow,matching,1,0.6159608250711792,expert+rs,nyms_syn,2018-11-14-10-15-41
570,comparator,30,cbow,matching,0,0.6477139115361119,novice,cohyponyms_syntactic,2018-11-14-10-15-41
571,comparator,30,cbow,matching,0,0.7330757496802099,expert,cohyponyms_syntactic,2018-11-14-10-15-41
572,comparator,30,cbow,matching,0,0.5567495398809907,expert+rs,cohyponyms_syntactic,2018-11-14-10-15-41
573,comparator,30,cbow,matching,1,0.6456984274711202,novice,cohyponyms_syntactic,2018-11-14-10-15-41
574,comparator,30,cbow,matching,1,0.7502562022123594,expert,cohyponyms_syntactic,2018-11-14-10-15-41
575,comparator,30,cbow,matching,1,0.5484752737555991,expert+rs,cohyponyms_syntactic,2018-11-14-10-15-41
576,comparator,30,cbow,matching,0,0.8166357452071886,novice,hypernyms_None,2018-11-14-10-15-41
577,comparator,30,cbow,matching,0,0.8008314436886041,expert,hypernyms_None,2018-11-14-10-15-41
578,comparator,30,cbow,matching,0,0.7956778671064539,expert+rs,hypernyms_None,2018-11-14-10-15-41
579,comparator,30,cbow,matching,1,0.8215488215488402,novice,hypernyms_None,2018-11-14-10-15-41
580,comparator,30,cbow,matching,1,0.7948189376760979,expert,hypernyms_None,2018-11-14-10-15-41
581,comparator,30,cbow,matching,1,0.7888407888408051,expert+rs,hypernyms_None,2018-11-14-10-15-41
582,comparator,30,cbow,matching,0,0.641675353409539,novice,nyms_ant,2018-11-14-10-15-41
583,comparator,30,cbow,matching,0,0.6137274310191649,expert,nyms_ant,2018-11-14-10-15-41
584,comparator,30,cbow,matching,0,0.60095187201051,expert+rs,nyms_ant,2018-11-14-10-15-41
585,comparator,30,cbow,matching,1,0.6399556334668641,novice,nyms_ant,2018-11-14-10-15-41
586,comparator,30,cbow,matching,1,0.6200926146593186,expert,nyms_ant,2018-11-14-10-15-41
587,comparator,30,cbow,matching,1,0.5997187452769004,expert+rs,nyms_ant,2018-11-14-10-15-41
588,comparator,30,wd,matching,0,0.5532033401778879,novice,cohyponyms_semantic,2018-12-09-17-27-36
589,comparator,30,wd,matching,0,0.5399934818195442,expert,cohyponyms_semantic,2018-12-09-17-27-36
590,comparator,30,wd,matching,0,0.5363189485843505,expert+rs,cohyponyms_semantic,2018-12-09-17-27-36
591,comparator,30,wd,matching,1,0.5532033401778879,novice,cohyponyms_semantic,2018-12-09-17-27-36
592,comparator,30,wd,matching,1,0.5403549732376174,expert,cohyponyms_semantic,2018-12-09-17-27-36
593,comparator,30,wd,matching,1,0.5366570325535351,expert+rs,cohyponyms_semantic,2018-12-09-17-27-36
594,comparator,30,wd,matching,0,0.5406674272500895,novice,features_has,2018-12-09-17-27-36
595,comparator,30,wd,matching,0,0.5466166551233883,expert,features_has,2018-12-09-17-27-36
596,comparator,30,wd,matching,0,0.5482868933686927,expert+rs,features_has,2018-12-09-17-27-36
597,comparator,30,wd,matching,1,0.5433691860342102,novice,features_has,2018-12-09-17-27-36
598,comparator,30,wd,matching,1,0.5433664713511502,expert,features_has,2018-12-09-17-27-36
599,comparator,30,wd,matching,1,0.5469718654971545,expert+rs,features_has,2018-12-09-17-27-36
600,comparator,30,wd,matching,0,0.5188246355000251,novice,features_is,2018-12-09-17-27-36
601,comparator,30,wd,matching,0,0.5348837717780082,expert,features_is,2018-12-09-17-27-36
602,comparator,30,wd,matching,0,0.5341243436084706,expert+rs,features_is,2018-12-09-17-27-36
603,comparator,30,wd,matching,1,0.5197072338813242,novice,features_is,2018-12-09-17-27-36
604,comparator,30,wd,matching,1,0.5321200946005739,expert,features_is,2018-12-09-17-27-36
605,comparator,30,wd,matching,1,0.5370039028194522,expert+rs,features_is,2018-12-09-17-27-36
606,comparator,30,wd,matching,0,0.5757060761097965,novice,nyms_syn,2018-12-09-17-27-36
607,comparator,30,wd,matching,0,0.5555370209115338,expert,nyms_syn,2018-12-09-17-27-36
608,comparator,30,wd,matching,0,0.553742005315867,expert+rs,nyms_syn,2018-12-09-17-27-36
609,comparator,30,wd,matching,1,0.575434413529465,novice,nyms_syn,2018-12-09-17-27-36
610,comparator,30,wd,matching,1,0.5522605160007763,expert,nyms_syn,2018-12-09-17-27-36
611,comparator,30,wd,matching,1,0.5545554915728272,expert+rs,nyms_syn,2018-12-09-17-27-36
612,comparator,30,wd,matching,0,0.5105450488871599,novice,cohyponyms_syntactic,2018-12-09-17-27-36
613,comparator,30,wd,matching,0,0.5057535168899843,expert,cohyponyms_syntactic,2018-12-09-17-27-36
614,comparator,30,wd,matching,0,0.5051129354489688,expert+rs,cohyponyms_syntactic,2018-12-09-17-27-36
615,comparator,30,wd,matching,1,0.5105450488871599,novice,cohyponyms_syntactic,2018-12-09-17-27-36
616,comparator,30,wd,matching,1,0.5060874843925115,expert,cohyponyms_syntactic,2018-12-09-17-27-36
617,comparator,30,wd,matching,1,0.5028176503813608,expert+rs,cohyponyms_syntactic,2018-12-09-17-27-36
618,comparator,30,wd,matching,0,0.6002198859342149,novice,hypernyms_None,2018-12-09-17-27-36
619,comparator,30,wd,matching,0,0.5449048306191453,expert,hypernyms_None,2018-12-09-17-27-36
620,comparator,30,wd,matching,0,0.5510204081633185,expert+rs,hypernyms_None,2018-12-09-17-27-36
621,comparator,30,wd,matching,1,0.5981240981241343,novice,hypernyms_None,2018-12-09-17-27-36
622,comparator,30,wd,matching,1,0.5451109736824311,expert,hypernyms_None,2018-12-09-17-27-36
623,comparator,30,wd,matching,1,0.5431869717584372,expert+rs,hypernyms_None,2018-12-09-17-27-36
624,comparator,30,wd,matching,0,0.5329858703143924,novice,nyms_ant,2018-12-09-17-27-36
625,comparator,30,wd,matching,0,0.5506467630021227,expert,nyms_ant,2018-12-09-17-27-36
626,comparator,30,wd,matching,0,0.5511736475260118,expert+rs,nyms_ant,2018-12-09-17-27-36
627,comparator,30,wd,matching,1,0.5344085564893339,novice,nyms_ant,2018-12-09-17-27-36
628,comparator,30,wd,matching,1,0.5521636338816756,expert,nyms_ant,2018-12-09-17-27-36
629,comparator,30,wd,matching,1,0.5504901251255372,expert+rs,nyms_ant,2018-12-09-17-27-36
630,comparator,200,ww,matching,0,0.6506045522748451,novice,cohyponyms_semantic,2018-10-25-11-11-01
631,comparator,200,ww,matching,0,0.7216529456126846,expert,cohyponyms_semantic,2018-10-25-11-11-01
632,comparator,200,ww,matching,0,0.5920834946065991,expert+rs,cohyponyms_semantic,2018-10-25-11-11-01
633,comparator,200,ww,matching,1,0.6509863851130746,novice,cohyponyms_semantic,2018-10-25-11-11-01
634,comparator,200,ww,matching,1,0.7185110307254226,expert,cohyponyms_semantic,2018-10-25-11-11-01
635,comparator,200,ww,matching,1,0.5925701216089901,expert+rs,cohyponyms_semantic,2018-10-25-11-11-01
636,comparator,200,ww,matching,0,0.5784552839771272,novice,features_has,2018-10-25-11-11-01
637,comparator,200,ww,matching,0,0.579126872954279,expert,features_has,2018-10-25-11-11-01
638,comparator,200,ww,matching,0,0.5680648936717945,expert+rs,features_has,2018-10-25-11-11-01
639,comparator,200,ww,matching,1,0.5784552839771272,novice,features_has,2018-10-25-11-11-01
640,comparator,200,ww,matching,1,0.576151108228077,expert,features_has,2018-10-25-11-11-01
641,comparator,200,ww,matching,1,0.5645019902167829,expert+rs,features_has,2018-10-25-11-11-01
642,comparator,200,ww,matching,0,0.5385774204951189,novice,features_is,2018-10-25-11-11-01
643,comparator,200,ww,matching,0,0.5691363873229685,expert,features_is,2018-10-25-11-11-01
644,comparator,200,ww,matching,0,0.5208995798365548,expert+rs,features_is,2018-10-25-11-11-01
645,comparator,200,ww,matching,1,0.5385774204951189,novice,features_is,2018-10-25-11-11-01
646,comparator,200,ww,matching,1,0.5681499324021726,expert,features_is,2018-10-25-11-11-01
647,comparator,200,ww,matching,1,0.5229818123513043,expert+rs,features_is,2018-10-25-11-11-01
648,comparator,200,ww,matching,0,0.5935106975640656,novice,nyms_syn,2018-10-25-11-11-01
649,comparator,200,ww,matching,0,0.5765573901874124,expert,nyms_syn,2018-10-25-11-11-01
650,comparator,200,ww,matching,0,0.5686675602332468,expert+rs,nyms_syn,2018-10-25-11-11-01
651,comparator,200,ww,matching,1,0.5979216677086707,novice,nyms_syn,2018-10-25-11-11-01
652,comparator,200,ww,matching,1,0.5764856130948164,expert,nyms_syn,2018-10-25-11-11-01
653,comparator,200,ww,matching,1,0.5682993067412676,expert+rs,nyms_syn,2018-10-25-11-11-01
654,comparator,200,ww,matching,0,0.573069290136248,novice,cohyponyms_syntactic,2018-10-25-11-11-01
655,comparator,200,ww,matching,0,0.6652288759019007,expert,cohyponyms_syntactic,2018-10-25-11-11-01
656,comparator,200,ww,matching,0,0.5569042410044047,expert+rs,cohyponyms_syntactic,2018-10-25-11-11-01
657,comparator,200,ww,matching,1,0.573069290136248,novice,cohyponyms_syntactic,2018-10-25-11-11-01
658,comparator,200,ww,matching,1,0.6764565530311691,expert,cohyponyms_syntactic,2018-10-25-11-11-01
659,comparator,200,ww,matching,1,0.5589104899551789,expert+rs,cohyponyms_syntactic,2018-10-25-11-11-01
660,comparator,200,ww,matching,0,0.721706864564037,novice,hypernyms_None,2018-10-25-11-11-01
661,comparator,200,ww,matching,0,0.6246478389335864,expert,hypernyms_None,2018-10-25-11-11-01
662,comparator,200,ww,matching,0,0.6033120318834935,expert+rs,hypernyms_None,2018-10-25-11-11-01
663,comparator,200,ww,matching,1,0.7182024324881826,novice,hypernyms_None,2018-10-25-11-11-01
664,comparator,200,ww,matching,1,0.6214182642754568,expert,hypernyms_None,2018-10-25-11-11-01
665,comparator,200,ww,matching,1,0.606301106301135,expert+rs,hypernyms_None,2018-10-25-11-11-01
666,comparator,200,ww,matching,0,0.5735929852247983,novice,nyms_ant,2018-10-25-11-11-01
667,comparator,200,ww,matching,0,0.5878614104197875,expert,nyms_ant,2018-10-25-11-11-01
668,comparator,200,ww,matching,0,0.5675784091153249,expert+rs,nyms_ant,2018-10-25-11-11-01
669,comparator,200,ww,matching,1,0.5756810101414842,novice,nyms_ant,2018-10-25-11-11-01
670,comparator,200,ww,matching,1,0.596645805789078,expert,nyms_ant,2018-10-25-11-11-01
671,comparator,200,ww,matching,1,0.5689640265473185,expert+rs,nyms_ant,2018-10-25-11-11-01
672,comparator,200,ww,matching,0,0.7017835406944289,novice,cohyponyms_semantic,2018-12-09-05-08-11
673,comparator,200,ww,matching,0,0.7502449832407816,expert,cohyponyms_semantic,2018-12-09-05-08-11
674,comparator,200,ww,matching,0,0.6217350827161979,expert+rs,cohyponyms_semantic,2018-12-09-05-08-11
675,comparator,200,ww,matching,1,0.6985961584987525,novice,cohyponyms_semantic,2018-12-09-05-08-11
676,comparator,200,ww,matching,1,0.7486074024332049,expert,cohyponyms_semantic,2018-12-09-05-08-11
677,comparator,200,ww,matching,1,0.6239432786787928,expert+rs,cohyponyms_semantic,2018-12-09-05-08-11
678,comparator,200,ww,matching,0,0.5524307389934207,novice,features_has,2018-12-09-05-08-11
679,comparator,200,ww,matching,0,0.5803540867310838,expert,features_has,2018-12-09-05-08-11
680,comparator,200,ww,matching,0,0.5334073615594616,expert+rs,features_has,2018-12-09-05-08-11
681,comparator,200,ww,matching,1,0.5524307389934207,novice,features_has,2018-12-09-05-08-11
682,comparator,200,ww,matching,1,0.5797801673283709,expert,features_has,2018-12-09-05-08-11
683,comparator,200,ww,matching,1,0.5350570036226012,expert+rs,features_has,2018-12-09-05-08-11
684,comparator,200,ww,matching,0,0.5700761979032218,novice,features_is,2018-12-09-05-08-11
685,comparator,200,ww,matching,0,0.5941129740504637,expert,features_is,2018-12-09-05-08-11
686,comparator,200,ww,matching,0,0.5126810656774492,expert+rs,features_is,2018-12-09-05-08-11
687,comparator,200,ww,matching,1,0.5700761979032218,novice,features_is,2018-12-09-05-08-11
688,comparator,200,ww,matching,1,0.6012262359839435,expert,features_is,2018-12-09-05-08-11
689,comparator,200,ww,matching,1,0.5066836238280019,expert+rs,features_is,2018-12-09-05-08-11
690,comparator,200,ww,matching,0,0.632935245570513,novice,nyms_syn,2018-12-09-05-08-11
691,comparator,200,ww,matching,0,0.5911272575633426,expert,nyms_syn,2018-12-09-05-08-11
692,comparator,200,ww,matching,0,0.5857788928176209,expert+rs,nyms_syn,2018-12-09-05-08-11
693,comparator,200,ww,matching,1,0.631579559410858,novice,nyms_syn,2018-12-09-05-08-11
694,comparator,200,ww,matching,1,0.5937074398540385,expert,nyms_syn,2018-12-09-05-08-11
695,comparator,200,ww,matching,1,0.5855187564358084,expert+rs,nyms_syn,2018-12-09-05-08-11
696,comparator,200,ww,matching,0,0.6016847988420353,novice,cohyponyms_syntactic,2018-12-09-05-08-11
697,comparator,200,ww,matching,0,0.7639999888023339,expert,cohyponyms_syntactic,2018-12-09-05-08-11
698,comparator,200,ww,matching,0,0.5490686909424879,expert+rs,cohyponyms_syntactic,2018-12-09-05-08-11
699,comparator,200,ww,matching,1,0.6016847988420353,novice,cohyponyms_syntactic,2018-12-09-05-08-11
700,comparator,200,ww,matching,1,0.7647908796885484,expert,cohyponyms_syntactic,2018-12-09-05-08-11
701,comparator,200,ww,matching,1,0.5522259076606543,expert+rs,cohyponyms_syntactic,2018-12-09-05-08-11
702,comparator,200,ww,matching,0,0.7017797017797418,novice,hypernyms_None,2018-12-09-05-08-11
703,comparator,200,ww,matching,0,0.6289768432625985,expert,hypernyms_None,2018-12-09-05-08-11
704,comparator,200,ww,matching,0,0.588229231086421,expert+rs,hypernyms_None,2018-12-09-05-08-11
705,comparator,200,ww,matching,1,0.7030165601594571,novice,hypernyms_None,2018-12-09-05-08-11
706,comparator,200,ww,matching,1,0.6233079090222342,expert,hypernyms_None,2018-12-09-05-08-11
707,comparator,200,ww,matching,1,0.5865457294029228,expert+rs,hypernyms_None,2018-12-09-05-08-11
708,comparator,200,ww,matching,0,0.5978090004014391,novice,nyms_ant,2018-12-09-05-08-11
709,comparator,200,ww,matching,0,0.6236178149697345,expert,nyms_ant,2018-12-09-05-08-11
710,comparator,200,ww,matching,0,0.5776975605979158,expert+rs,nyms_ant,2018-12-09-05-08-11
711,comparator,200,ww,matching,1,0.6063777672134398,novice,nyms_ant,2018-12-09-05-08-11
712,comparator,200,ww,matching,1,0.6158123895905617,expert,nyms_ant,2018-12-09-05-08-11
713,comparator,200,ww,matching,1,0.5790609117560066,expert+rs,nyms_ant,2018-12-09-05-08-11
714,comparator,200,normal,matching,0,0.5000000000000001,novice,cohyponyms_semantic,2018-11-30-21-10-28
715,comparator,200,normal,matching,0,0.548374529662963,expert,cohyponyms_semantic,2018-11-30-21-10-28
716,comparator,200,normal,matching,0,0.5012168622197035,expert+rs,cohyponyms_semantic,2018-11-30-21-10-28
717,comparator,200,normal,matching,1,0.5000000000000001,novice,cohyponyms_semantic,2018-11-30-21-10-28
718,comparator,200,normal,matching,1,0.5534322360276398,expert,cohyponyms_semantic,2018-11-30-21-10-28
719,comparator,200,normal,matching,1,0.5000429111412837,expert+rs,cohyponyms_semantic,2018-11-30-21-10-28
720,comparator,200,normal,matching,0,0.5000000000000936,novice,features_has,2018-11-30-21-10-28
721,comparator,200,normal,matching,0,0.6018238066844088,expert,features_has,2018-11-30-21-10-28
722,comparator,200,normal,matching,0,0.5024171301693621,expert+rs,features_has,2018-11-30-21-10-28
723,comparator,200,normal,matching,1,0.5000000000000016,novice,features_has,2018-11-30-21-10-28
724,comparator,200,normal,matching,1,0.5971215625621699,expert,features_has,2018-11-30-21-10-28
725,comparator,200,normal,matching,1,0.5020411465688984,expert+rs,features_has,2018-11-30-21-10-28
726,comparator,200,normal,matching,0,0.5008016996031607,novice,features_is,2018-11-30-21-10-28
727,comparator,200,normal,matching,0,0.6817070371004995,expert,features_is,2018-11-30-21-10-28
728,comparator,200,normal,matching,0,0.5265548417190211,expert+rs,features_is,2018-11-30-21-10-28
729,comparator,200,normal,matching,1,0.500000000000002,novice,features_is,2018-11-30-21-10-28
730,comparator,200,normal,matching,1,0.6702328937347481,expert,features_is,2018-11-30-21-10-28
731,comparator,200,normal,matching,1,0.5052438442225137,expert+rs,features_is,2018-11-30-21-10-28
732,comparator,200,normal,matching,0,0.5029967500498393,novice,nyms_syn,2018-11-30-21-10-28
733,comparator,200,normal,matching,0,0.5307759555865259,expert,nyms_syn,2018-11-30-21-10-28
734,comparator,200,normal,matching,0,0.5091755654277871,expert+rs,nyms_syn,2018-11-30-21-10-28
735,comparator,200,normal,matching,1,0.5029967500498393,novice,nyms_syn,2018-11-30-21-10-28
736,comparator,200,normal,matching,1,0.5212229020270255,expert,nyms_syn,2018-11-30-21-10-28
737,comparator,200,normal,matching,1,0.5030455876132538,expert+rs,nyms_syn,2018-11-30-21-10-28
738,comparator,200,normal,matching,0,0.5000000000000023,novice,cohyponyms_syntactic,2018-11-30-21-10-28
739,comparator,200,normal,matching,0,0.5379395895853065,expert,cohyponyms_syntactic,2018-11-30-21-10-28
740,comparator,200,normal,matching,0,0.500000000000008,expert+rs,cohyponyms_syntactic,2018-11-30-21-10-28
741,comparator,200,normal,matching,1,0.5000000000000023,novice,cohyponyms_syntactic,2018-11-30-21-10-28
742,comparator,200,normal,matching,1,0.5556525534668719,expert,cohyponyms_syntactic,2018-11-30-21-10-28
743,comparator,200,normal,matching,1,0.5005978014592392,expert+rs,cohyponyms_syntactic,2018-11-30-21-10-28
744,comparator,200,normal,matching,0,0.5017865732152371,novice,hypernyms_None,2018-11-30-21-10-28
745,comparator,200,normal,matching,0,0.5512609084038049,expert,hypernyms_None,2018-11-30-21-10-28
746,comparator,200,normal,matching,0,0.5017865732152371,expert+rs,hypernyms_None,2018-11-30-21-10-28
747,comparator,200,normal,matching,1,0.5017865732152371,novice,hypernyms_None,2018-11-30-21-10-28
748,comparator,200,normal,matching,1,0.5528069813784484,expert,hypernyms_None,2018-11-30-21-10-28
749,comparator,200,normal,matching,1,0.508829794544156,expert+rs,hypernyms_None,2018-11-30-21-10-28
750,comparator,200,normal,matching,0,0.5105459043296279,novice,nyms_ant,2018-11-30-21-10-28
751,comparator,200,normal,matching,0,0.5698413791138571,expert,nyms_ant,2018-11-30-21-10-28
752,comparator,200,normal,matching,0,0.5070512200133501,expert+rs,nyms_ant,2018-11-30-21-10-28
753,comparator,200,normal,matching,1,0.5000000000000001,novice,nyms_ant,2018-11-30-21-10-28
754,comparator,200,normal,matching,1,0.5741090231599781,expert,nyms_ant,2018-11-30-21-10-28
755,comparator,200,normal,matching,1,0.5096735199279477,expert+rs,nyms_ant,2018-11-30-21-10-28
756,comparator,200,sg,matching,0,0.713987902589236,novice,cohyponyms_semantic,2018-11-16-07-35-20
757,comparator,200,sg,matching,0,0.8394105421892968,expert,cohyponyms_semantic,2018-11-16-07-35-20
758,comparator,200,sg,matching,0,0.7483724943320318,expert+rs,cohyponyms_semantic,2018-11-16-07-35-20
759,comparator,200,sg,matching,1,0.7528517048647061,novice,cohyponyms_semantic,2018-11-16-07-35-20
760,comparator,200,sg,matching,1,0.8414288885553021,expert,cohyponyms_semantic,2018-11-16-07-35-20
761,comparator,200,sg,matching,1,0.7465423088461189,expert+rs,cohyponyms_semantic,2018-11-16-07-35-20
762,comparator,200,sg,matching,0,0.708078802291318,novice,features_has,2018-11-16-07-35-20
763,comparator,200,sg,matching,0,0.7480482609268588,expert,features_has,2018-11-16-07-35-20
764,comparator,200,sg,matching,0,0.6248140442120759,expert+rs,features_has,2018-11-16-07-35-20
765,comparator,200,sg,matching,1,0.7133227437089378,novice,features_has,2018-11-16-07-35-20
766,comparator,200,sg,matching,1,0.7392922868537304,expert,features_has,2018-11-16-07-35-20
767,comparator,200,sg,matching,1,0.6276262787927773,expert+rs,features_has,2018-11-16-07-35-20
768,comparator,200,sg,matching,0,0.6132469927154878,novice,features_is,2018-11-16-07-35-20
769,comparator,200,sg,matching,0,0.6741885524585034,expert,features_is,2018-11-16-07-35-20
770,comparator,200,sg,matching,0,0.5642970369911746,expert+rs,features_is,2018-11-16-07-35-20
771,comparator,200,sg,matching,1,0.6132469927154878,novice,features_is,2018-11-16-07-35-20
772,comparator,200,sg,matching,1,0.6758170958796508,expert,features_is,2018-11-16-07-35-20
773,comparator,200,sg,matching,1,0.5713366883247284,expert+rs,features_is,2018-11-16-07-35-20
774,comparator,200,sg,matching,0,0.6689567433193548,novice,nyms_syn,2018-11-16-07-35-20
775,comparator,200,sg,matching,0,0.658146072054212,expert,nyms_syn,2018-11-16-07-35-20
776,comparator,200,sg,matching,0,0.6485537370733605,expert+rs,nyms_syn,2018-11-16-07-35-20
777,comparator,200,sg,matching,1,0.6682472664679953,novice,nyms_syn,2018-11-16-07-35-20
778,comparator,200,sg,matching,1,0.6568770273369271,expert,nyms_syn,2018-11-16-07-35-20
779,comparator,200,sg,matching,1,0.6415736320034064,expert+rs,nyms_syn,2018-11-16-07-35-20
780,comparator,200,sg,matching,0,0.5704381712880153,novice,cohyponyms_syntactic,2018-11-16-07-35-20
781,comparator,200,sg,matching,0,0.7869550723468648,expert,cohyponyms_syntactic,2018-11-16-07-35-20
782,comparator,200,sg,matching,0,0.5098504564694093,expert+rs,cohyponyms_syntactic,2018-11-16-07-35-20
783,comparator,200,sg,matching,1,0.569800607737173,novice,cohyponyms_syntactic,2018-11-16-07-35-20
784,comparator,200,sg,matching,1,0.7937741821873137,expert,cohyponyms_syntactic,2018-11-16-07-35-20
785,comparator,200,sg,matching,1,0.5115727534299798,expert+rs,cohyponyms_syntactic,2018-11-16-07-35-20
786,comparator,200,sg,matching,0,0.8309626881055621,novice,hypernyms_None,2018-11-16-07-35-20
787,comparator,200,sg,matching,0,0.8235415378272657,expert,hypernyms_None,2018-11-16-07-35-20
788,comparator,200,sg,matching,0,0.7517006802721393,expert+rs,hypernyms_None,2018-11-16-07-35-20
789,comparator,200,sg,matching,1,0.8242973957259896,novice,hypernyms_None,2018-11-16-07-35-20
790,comparator,200,sg,matching,1,0.8215144643716229,expert,hypernyms_None,2018-11-16-07-35-20
791,comparator,200,sg,matching,1,0.7514945372088462,expert+rs,hypernyms_None,2018-11-16-07-35-20
792,comparator,200,sg,matching,0,0.6190692508123429,novice,nyms_ant,2018-11-16-07-35-20
793,comparator,200,sg,matching,0,0.6635592212958599,expert,nyms_ant,2018-11-16-07-35-20
794,comparator,200,sg,matching,0,0.6128393338894471,expert+rs,nyms_ant,2018-11-16-07-35-20
795,comparator,200,sg,matching,1,0.6179345181333532,novice,nyms_ant,2018-11-16-07-35-20
796,comparator,200,sg,matching,1,0.6671055703818487,expert,nyms_ant,2018-11-16-07-35-20
797,comparator,200,sg,matching,1,0.6158710152111746,expert+rs,nyms_ant,2018-11-16-07-35-20
798,comparator,30,srn,matching,0,0.6479528347930084,novice,cohyponyms_semantic,2018-12-02-05-38-45
799,comparator,30,srn,matching,0,0.6415719941317364,expert,cohyponyms_semantic,2018-12-02-05-38-45
800,comparator,30,srn,matching,0,0.6331281295099328,expert+rs,cohyponyms_semantic,2018-12-02-05-38-45
801,comparator,30,srn,matching,1,0.6480241239622001,novice,cohyponyms_semantic,2018-12-02-05-38-45
802,comparator,30,srn,matching,1,0.6419913221464009,expert,cohyponyms_semantic,2018-12-02-05-38-45
803,comparator,30,srn,matching,1,0.6313228572794136,expert+rs,cohyponyms_semantic,2018-12-02-05-38-45
804,comparator,30,srn,matching,0,0.5401809678529993,novice,features_has,2018-12-02-05-38-45
805,comparator,30,srn,matching,0,0.5044525522977803,expert,features_has,2018-12-02-05-38-45
806,comparator,30,srn,matching,0,0.5055712377679985,expert+rs,features_has,2018-12-02-05-38-45
807,comparator,30,srn,matching,1,0.5456603195016959,novice,features_has,2018-12-02-05-38-45
808,comparator,30,srn,matching,1,0.5064815418077746,expert,features_has,2018-12-02-05-38-45
809,comparator,30,srn,matching,1,0.5080068985997492,expert+rs,features_has,2018-12-02-05-38-45
810,comparator,30,srn,matching,0,0.504212202596814,novice,features_is,2018-12-02-05-38-45
811,comparator,30,srn,matching,0,0.503257815660111,expert,features_is,2018-12-02-05-38-45
812,comparator,30,srn,matching,0,0.5002605523710286,expert+rs,features_is,2018-12-02-05-38-45
813,comparator,30,srn,matching,1,0.5074656453500174,novice,features_is,2018-12-02-05-38-45
814,comparator,30,srn,matching,1,0.5001803824107127,expert,features_is,2018-12-02-05-38-45
815,comparator,30,srn,matching,1,0.5009664124307189,expert+rs,features_is,2018-12-02-05-38-45
816,comparator,30,srn,matching,0,0.6079054727499034,novice,nyms_syn,2018-12-02-05-38-45
817,comparator,30,srn,matching,0,0.5766981192568797,expert,nyms_syn,2018-12-02-05-38-45
818,comparator,30,srn,matching,0,0.5711194323348208,expert+rs,nyms_syn,2018-12-02-05-38-45
819,comparator,30,srn,matching,1,0.6069510282675941,novice,nyms_syn,2018-12-02-05-38-45
820,comparator,30,srn,matching,1,0.5746294231410871,expert,nyms_syn,2018-12-02-05-38-45
821,comparator,30,srn,matching,1,0.569530362886763,expert+rs,nyms_syn,2018-12-02-05-38-45
822,comparator,30,srn,matching,0,0.6561691510926049,novice,cohyponyms_syntactic,2018-12-02-05-38-45
823,comparator,30,srn,matching,0,0.666830949745667,expert,cohyponyms_syntactic,2018-12-02-05-38-45
824,comparator,30,srn,matching,0,0.5814756694954265,expert+rs,cohyponyms_syntactic,2018-12-02-05-38-45
825,comparator,30,srn,matching,1,0.6597589073824579,novice,cohyponyms_syntactic,2018-12-02-05-38-45
826,comparator,30,srn,matching,1,0.6615264615868015,expert,cohyponyms_syntactic,2018-12-02-05-38-45
827,comparator,30,srn,matching,1,0.5781821367148292,expert+rs,cohyponyms_syntactic,2018-12-02-05-38-45
828,comparator,30,srn,matching,0,0.6289081289081728,novice,hypernyms_None,2018-12-02-05-38-45
829,comparator,30,srn,matching,0,0.6038273895417179,expert,hypernyms_None,2018-12-02-05-38-45
830,comparator,30,srn,matching,0,0.596062667491285,expert+rs,hypernyms_None,2018-12-02-05-38-45
831,comparator,30,srn,matching,1,0.6351611351611756,novice,hypernyms_None,2018-12-02-05-38-45
