,arch,embed_size,embedder,evaluation,replication,score,stage,task,time_of_init
270,comparator,30,ww,matching,0,0.6216327339715023,novice,nyms_syn,2018-12-09-20-31-23
271,comparator,30,ww,matching,0,0.5962412642531381,expert,nyms_syn,2018-12-09-20-31-23
272,comparator,30,ww,matching,0,0.594239488493473,expert+rs,nyms_syn,2018-12-09-20-31-23
273,comparator,30,ww,matching,1,0.6192208718017422,novice,nyms_syn,2018-12-09-20-31-23
274,comparator,30,ww,matching,1,0.5913697318415555,expert,nyms_syn,2018-12-09-20-31-23
275,comparator,30,ww,matching,1,0.5917836010337192,expert+rs,nyms_syn,2018-12-09-20-31-23
276,comparator,30,ww,matching,0,0.6230763375578114,novice,cohyponyms_syntactic,2018-12-09-20-31-23
277,comparator,30,ww,matching,0,0.6786444641585324,expert,cohyponyms_syntactic,2018-12-09-20-31-23
278,comparator,30,ww,matching,0,0.5725925671712793,expert+rs,cohyponyms_syntactic,2018-12-09-20-31-23
279,comparator,30,ww,matching,1,0.6239499408523197,novice,cohyponyms_syntactic,2018-12-09-20-31-23
280,comparator,30,ww,matching,1,0.6761849392128081,expert,cohyponyms_syntactic,2018-12-09-20-31-23
281,comparator,30,ww,matching,1,0.5776954898901553,expert+rs,cohyponyms_syntactic,2018-12-09-20-31-23
282,comparator,30,ww,matching,0,0.6564282278568248,novice,hypernyms_None,2018-12-09-20-31-23
283,comparator,30,ww,matching,0,0.5935889507318509,expert,hypernyms_None,2018-12-09-20-31-23
284,comparator,30,ww,matching,0,0.5924208067065668,expert+rs,hypernyms_None,2018-12-09-20-31-23
285,comparator,30,ww,matching,1,0.6564282278568248,novice,hypernyms_None,2018-12-09-20-31-23
286,comparator,30,ww,matching,1,0.5882292310864248,expert,hypernyms_None,2018-12-09-20-31-23
287,comparator,30,ww,matching,1,0.5850340136054848,expert+rs,hypernyms_None,2018-12-09-20-31-23
288,comparator,30,ww,matching,0,0.6117677860967532,novice,nyms_ant,2018-12-09-20-31-23
289,comparator,30,ww,matching,0,0.5984052790213428,expert,nyms_ant,2018-12-09-20-31-23
290,comparator,30,ww,matching,0,0.5899537092495111,expert+rs,nyms_ant,2018-12-09-20-31-23
291,comparator,30,ww,matching,1,0.6087800251696789,novice,nyms_ant,2018-12-09-20-31-23
292,comparator,30,ww,matching,1,0.5996293597573661,expert,nyms_ant,2018-12-09-20-31-23
293,comparator,30,ww,matching,1,0.5897142401963398,expert+rs,nyms_ant,2018-12-09-20-31-23
294,comparator,30,normal,matching,0,0.5000032420795997,novice,cohyponyms_semantic,2018-11-30-20-06-34
295,comparator,30,normal,matching,0,0.5131921247773934,expert,cohyponyms_semantic,2018-11-30-20-06-34
296,comparator,30,normal,matching,0,0.5001118384852099,expert+rs,cohyponyms_semantic,2018-11-30-20-06-34
297,comparator,30,normal,matching,1,0.5017483698467112,novice,cohyponyms_semantic,2018-11-30-20-06-34
298,comparator,30,normal,matching,1,0.5112601544539541,expert,cohyponyms_semantic,2018-11-30-20-06-34
299,comparator,30,normal,matching,1,0.500008105198999,expert+rs,cohyponyms_semantic,2018-11-30-20-06-34
300,comparator,30,normal,matching,0,0.5053476895215113,novice,features_has,2018-11-30-20-06-34
301,comparator,30,normal,matching,0,0.511201431369788,expert,features_has,2018-11-30-20-06-34
302,comparator,30,normal,matching,0,0.5071300559791699,expert+rs,features_has,2018-11-30-20-06-34
303,comparator,30,normal,matching,1,0.5053476895215113,novice,features_has,2018-11-30-20-06-34
304,comparator,30,normal,matching,1,0.5038120051310322,expert,features_has,2018-11-30-20-06-34
305,comparator,30,normal,matching,1,0.5019393459550026,expert+rs,features_has,2018-11-30-20-06-34
306,comparator,30,normal,matching,0,0.5021806229206554,novice,features_is,2018-11-30-20-06-34
307,comparator,30,normal,matching,0,0.5006592157191969,expert,features_is,2018-11-30-20-06-34
308,comparator,30,normal,matching,0,0.5004431212352025,expert+rs,features_is,2018-11-30-20-06-34
309,comparator,30,normal,matching,1,0.5003585783680281,novice,features_is,2018-11-30-20-06-34
310,comparator,30,normal,matching,1,0.5002069842611815,expert,features_is,2018-11-30-20-06-34
311,comparator,30,normal,matching,1,0.500581232212292,expert+rs,features_is,2018-11-30-20-06-34
312,comparator,30,normal,matching,0,0.5123431152703188,novice,nyms_syn,2018-11-30-20-06-34
313,comparator,30,normal,matching,0,0.5200288357441271,expert,nyms_syn,2018-11-30-20-06-34
314,comparator,30,normal,matching,0,0.5216242292102982,expert+rs,nyms_syn,2018-11-30-20-06-34
315,comparator,30,normal,matching,1,0.5123431152703188,novice,nyms_syn,2018-11-30-20-06-34
316,comparator,30,normal,matching,1,0.5264404290285298,expert,nyms_syn,2018-11-30-20-06-34
317,comparator,30,normal,matching,1,0.5157848244661485,expert+rs,nyms_syn,2018-11-30-20-06-34
318,comparator,30,normal,matching,0,0.5030530828440574,novice,cohyponyms_syntactic,2018-11-30-20-06-34
319,comparator,30,normal,matching,0,0.5056305832264248,expert,cohyponyms_syntactic,2018-11-30-20-06-34
320,comparator,30,normal,matching,0,0.5013843413995009,expert+rs,cohyponyms_syntactic,2018-11-30-20-06-34
321,comparator,30,normal,matching,1,0.5008068764467966,novice,cohyponyms_syntactic,2018-11-30-20-06-34
322,comparator,30,normal,matching,1,0.5049917680843212,expert,cohyponyms_syntactic,2018-11-30-20-06-34
323,comparator,30,normal,matching,1,0.500000000000008,expert+rs,cohyponyms_syntactic,2018-11-30-20-06-34
324,comparator,30,normal,matching,0,0.5017865732152371,novice,hypernyms_None,2018-11-30-20-06-34
325,comparator,30,normal,matching,0,0.5017865732152371,expert,hypernyms_None,2018-11-30-20-06-34
326,comparator,30,normal,matching,0,0.5017865732152371,expert+rs,hypernyms_None,2018-11-30-20-06-34
327,comparator,30,normal,matching,1,0.5017865732152371,novice,hypernyms_None,2018-11-30-20-06-34
328,comparator,30,normal,matching,1,0.5017865732152371,expert,hypernyms_None,2018-11-30-20-06-34
329,comparator,30,normal,matching,1,0.5017865732152371,expert+rs,hypernyms_None,2018-11-30-20-06-34
330,comparator,30,normal,matching,0,0.5000000000000001,novice,nyms_ant,2018-11-30-20-06-34
331,comparator,30,normal,matching,0,0.5027278740155968,expert,nyms_ant,2018-11-30-20-06-34
332,comparator,30,normal,matching,0,0.5001409634081325,expert+rs,nyms_ant,2018-11-30-20-06-34
333,comparator,30,normal,matching,1,0.5000000000000001,novice,nyms_ant,2018-11-30-20-06-34
334,comparator,30,normal,matching,1,0.5099914195098308,expert,nyms_ant,2018-11-30-20-06-34
335,comparator,30,normal,matching,1,0.5002737113702528,expert+rs,nyms_ant,2018-11-30-20-06-34
336,comparator,30,ww,matching,0,0.590074668248376,novice,cohyponyms_semantic,2018-12-09-15-58-26
337,comparator,30,ww,matching,0,0.5177934725423505,expert,cohyponyms_semantic,2018-12-09-15-58-26
338,comparator,30,ww,matching,0,0.5198970343870263,expert+rs,cohyponyms_semantic,2018-12-09-15-58-26
339,comparator,30,ww,matching,1,0.5907363789810167,novice,cohyponyms_semantic,2018-12-09-15-58-26
340,comparator,30,ww,matching,1,0.519414476217396,expert,cohyponyms_semantic,2018-12-09-15-58-26
341,comparator,30,ww,matching,1,0.5169192171986491,expert+rs,cohyponyms_semantic,2018-12-09-15-58-26
342,comparator,30,ww,matching,0,0.5000000000000936,novice,features_has,2018-12-09-15-58-26
343,comparator,30,ww,matching,0,0.5030707786324726,expert,features_has,2018-12-09-15-58-26
344,comparator,30,ww,matching,0,0.5028253358771116,expert+rs,features_has,2018-12-09-15-58-26
345,comparator,30,ww,matching,1,0.5000000000000936,novice,features_has,2018-12-09-15-58-26
346,comparator,30,ww,matching,1,0.5030822865279517,expert,features_has,2018-12-09-15-58-26
347,comparator,30,ww,matching,1,0.5029356346291599,expert+rs,features_has,2018-12-09-15-58-26
348,comparator,30,ww,matching,0,0.5064547750322159,novice,features_is,2018-12-09-15-58-26
349,comparator,30,ww,matching,0,0.5025756421796067,expert,features_is,2018-12-09-15-58-26
350,comparator,30,ww,matching,0,0.5025111418024434,expert+rs,features_is,2018-12-09-15-58-26
351,comparator,30,ww,matching,1,0.500000000000002,novice,features_is,2018-12-09-15-58-26
352,comparator,30,ww,matching,1,0.5012557531056775,expert,features_is,2018-12-09-15-58-26
353,comparator,30,ww,matching,1,0.5013938640827671,expert+rs,features_is,2018-12-09-15-58-26
354,comparator,30,ww,matching,0,0.5444919368666667,novice,nyms_syn,2018-12-09-15-58-26
355,comparator,30,ww,matching,0,0.5011159343900605,expert,nyms_syn,2018-12-09-15-58-26
356,comparator,30,ww,matching,0,0.5016774039077249,expert+rs,nyms_syn,2018-12-09-15-58-26
357,comparator,30,ww,matching,1,0.5474095186918256,novice,nyms_syn,2018-12-09-15-58-26
358,comparator,30,ww,matching,1,0.5000598575668318,expert,nyms_syn,2018-12-09-15-58-26
359,comparator,30,ww,matching,1,0.5000511428030877,expert+rs,nyms_syn,2018-12-09-15-58-26
360,comparator,30,ww,matching,0,0.6105078951413632,novice,cohyponyms_syntactic,2018-12-09-15-58-26
361,comparator,30,ww,matching,0,0.5368779180405938,expert,cohyponyms_syntactic,2018-12-09-15-58-26
362,comparator,30,ww,matching,0,0.532258250260016,expert+rs,cohyponyms_syntactic,2018-12-09-15-58-26
363,comparator,30,ww,matching,1,0.6132418074020607,novice,cohyponyms_syntactic,2018-12-09-15-58-26
364,comparator,30,ww,matching,1,0.536981814927011,expert,cohyponyms_syntactic,2018-12-09-15-58-26
365,comparator,30,ww,matching,1,0.5319401535271491,expert+rs,cohyponyms_syntactic,2018-12-09-15-58-26
366,comparator,30,ww,matching,0,0.56029684601116,novice,hypernyms_None,2018-12-09-15-58-26
367,comparator,30,ww,matching,0,0.5194461623033334,expert,hypernyms_None,2018-12-09-15-58-26
368,comparator,30,ww,matching,0,0.521748093176692,expert+rs,hypernyms_None,2018-12-09-15-58-26
369,comparator,30,ww,matching,1,0.5611557754415177,novice,hypernyms_None,2018-12-09-15-58-26
370,comparator,30,ww,matching,1,0.519171304885618,expert,hypernyms_None,2018-12-09-15-58-26
371,comparator,30,ww,matching,1,0.5209235209235495,expert+rs,hypernyms_None,2018-12-09-15-58-26
372,comparator,30,ww,matching,0,0.5339595198327551,novice,nyms_ant,2018-12-09-15-58-26
373,comparator,30,ww,matching,0,0.5005665557148391,expert,nyms_ant,2018-12-09-15-58-26
374,comparator,30,ww,matching,0,0.5006645902888955,expert+rs,nyms_ant,2018-12-09-15-58-26
375,comparator,30,ww,matching,1,0.5339595198327551,novice,nyms_ant,2018-12-09-15-58-26
376,comparator,30,ww,matching,1,0.5008761258690404,expert,nyms_ant,2018-12-09-15-58-26
377,comparator,30,ww,matching,1,0.5000041870319248,expert+rs,nyms_ant,2018-12-09-15-58-26
378,comparator,30,ww,matching,0,0.6378654703963029,novice,cohyponyms_semantic,2018-10-25-11-15-17
379,comparator,30,ww,matching,0,0.6286778187559177,expert,cohyponyms_semantic,2018-10-25-11-15-17
380,comparator,30,ww,matching,0,0.59564345302311,expert+rs,cohyponyms_semantic,2018-10-25-11-15-17
381,comparator,30,ww,matching,1,0.638317321179283,novice,cohyponyms_semantic,2018-10-25-11-15-17
382,comparator,30,ww,matching,1,0.6301469998216093,expert,cohyponyms_semantic,2018-10-25-11-15-17
383,comparator,30,ww,matching,1,0.5960447424544115,expert+rs,cohyponyms_semantic,2018-10-25-11-15-17
384,comparator,30,ww,matching,0,0.5683956718982515,novice,features_has,2018-10-25-11-15-17
385,comparator,30,ww,matching,0,0.5877447522816583,expert,features_has,2018-10-25-11-15-17
386,comparator,30,ww,matching,0,0.5703284081901581,expert+rs,features_has,2018-10-25-11-15-17
387,comparator,30,ww,matching,1,0.5685361862527938,novice,features_has,2018-10-25-11-15-17
388,comparator,30,ww,matching,1,0.5792280834196416,expert,features_has,2018-10-25-11-15-17
389,comparator,30,ww,matching,1,0.568086670150934,expert+rs,features_has,2018-10-25-11-15-17
390,comparator,30,ww,matching,0,0.5294639180517802,novice,features_is,2018-10-25-11-15-17
391,comparator,30,ww,matching,0,0.5704460729474164,expert,features_is,2018-10-25-11-15-17
392,comparator,30,ww,matching,0,0.5717379025352278,expert+rs,features_is,2018-10-25-11-15-17
393,comparator,30,ww,matching,1,0.5387942437968961,novice,features_is,2018-10-25-11-15-17
394,comparator,30,ww,matching,1,0.5762817172405882,expert,features_is,2018-10-25-11-15-17
395,comparator,30,ww,matching,1,0.5615508514414465,expert+rs,features_is,2018-10-25-11-15-17
396,comparator,30,ww,matching,0,0.5925779476447149,novice,nyms_syn,2018-10-25-11-15-17
397,comparator,30,ww,matching,0,0.570731297005465,expert,nyms_syn,2018-10-25-11-15-17
398,comparator,30,ww,matching,0,0.5700805798248679,expert+rs,nyms_syn,2018-10-25-11-15-17
399,comparator,30,ww,matching,1,0.5933684670105641,novice,nyms_syn,2018-10-25-11-15-17
400,comparator,30,ww,matching,1,0.5708969664427597,expert,nyms_syn,2018-10-25-11-15-17
401,comparator,30,ww,matching,1,0.5689808128948629,expert+rs,nyms_syn,2018-10-25-11-15-17
402,comparator,30,ww,matching,0,0.6020045026477048,novice,cohyponyms_syntactic,2018-10-25-11-15-17
403,comparator,30,ww,matching,0,0.6144961647540865,expert,cohyponyms_syntactic,2018-10-25-11-15-17
404,comparator,30,ww,matching,0,0.5874917909684458,expert+rs,cohyponyms_syntactic,2018-10-25-11-15-17
405,comparator,30,ww,matching,1,0.6015633500544979,novice,cohyponyms_syntactic,2018-10-25-11-15-17
406,comparator,30,ww,matching,1,0.6147031846139814,expert,cohyponyms_syntactic,2018-10-25-11-15-17
407,comparator,30,ww,matching,1,0.5833791213308025,expert+rs,cohyponyms_syntactic,2018-10-25-11-15-17
408,comparator,30,ww,matching,0,0.6673881673882067,novice,hypernyms_None,2018-10-25-11-15-17
409,comparator,30,ww,matching,0,0.5821480107194946,expert,hypernyms_None,2018-10-25-11-15-17
410,comparator,30,ww,matching,0,0.585068370782708,expert+rs,hypernyms_None,2018-10-25-11-15-17
411,comparator,30,ww,matching,1,0.6598983027554814,novice,hypernyms_None,2018-10-25-11-15-17
412,comparator,30,ww,matching,1,0.5846217274789229,expert,hypernyms_None,2018-10-25-11-15-17
413,comparator,30,ww,matching,1,0.5778877207449233,expert+rs,hypernyms_None,2018-10-25-11-15-17
414,comparator,30,ww,matching,0,0.5783524106373755,novice,nyms_ant,2018-10-25-11-15-17
415,comparator,30,ww,matching,0,0.5618322398458213,expert,nyms_ant,2018-10-25-11-15-17
416,comparator,30,ww,matching,0,0.5604750564495873,expert+rs,nyms_ant,2018-10-25-11-15-17
417,comparator,30,ww,matching,1,0.5758731345682886,novice,nyms_ant,2018-10-25-11-15-17
418,comparator,30,ww,matching,1,0.5692079974768103,expert,nyms_ant,2018-10-25-11-15-17
419,comparator,30,ww,matching,1,0.5624984561665016,expert+rs,nyms_ant,2018-10-25-11-15-17
420,comparator,200,ww,matching,0,0.6076008128081059,novice,cohyponyms_semantic,2018-12-08-19-39-44
421,comparator,200,ww,matching,0,0.5155114861164285,expert,cohyponyms_semantic,2018-12-08-19-39-44
422,comparator,200,ww,matching,0,0.5063910063413268,expert+rs,cohyponyms_semantic,2018-12-08-19-39-44
423,comparator,200,ww,matching,1,0.6065662034757707,novice,cohyponyms_semantic,2018-12-08-19-39-44
424,comparator,200,ww,matching,1,0.516268011901369,expert,cohyponyms_semantic,2018-12-08-19-39-44
425,comparator,200,ww,matching,1,0.5045275220914606,expert+rs,cohyponyms_semantic,2018-12-08-19-39-44
426,comparator,200,ww,matching,0,0.5422341534509263,novice,features_has,2018-12-08-19-39-44
427,comparator,200,ww,matching,0,0.506420284394923,expert,features_has,2018-12-08-19-39-44
428,comparator,200,ww,matching,0,0.5063014875046762,expert+rs,features_has,2018-12-08-19-39-44
429,comparator,200,ww,matching,1,0.5422341534509263,novice,features_has,2018-12-08-19-39-44
430,comparator,200,ww,matching,1,0.5104134651111365,expert,features_has,2018-12-08-19-39-44
431,comparator,200,ww,matching,1,0.5069039110792651,expert+rs,features_has,2018-12-08-19-39-44
432,comparator,200,ww,matching,0,0.500000000000002,novice,features_is,2018-12-08-19-39-44
433,comparator,200,ww,matching,0,0.5140038700226349,expert,features_is,2018-12-08-19-39-44
434,comparator,200,ww,matching,0,0.503229027356179,expert+rs,features_is,2018-12-08-19-39-44
435,comparator,200,ww,matching,1,0.5014565424154448,novice,features_is,2018-12-08-19-39-44
436,comparator,200,ww,matching,1,0.5138391571950767,expert,features_is,2018-12-08-19-39-44
437,comparator,200,ww,matching,1,0.5021653177463551,expert+rs,features_is,2018-12-08-19-39-44
438,comparator,200,ww,matching,0,0.5391105018499122,novice,nyms_syn,2018-12-08-19-39-44
439,comparator,200,ww,matching,0,0.5005343504589086,expert,nyms_syn,2018-12-08-19-39-44
440,comparator,200,ww,matching,0,0.5000000000000614,expert+rs,nyms_syn,2018-12-08-19-39-44
441,comparator,200,ww,matching,1,0.5363871963238576,novice,nyms_syn,2018-12-08-19-39-44
442,comparator,200,ww,matching,1,0.5000000000000614,expert,nyms_syn,2018-12-08-19-39-44
443,comparator,200,ww,matching,1,0.5000000000000614,expert+rs,nyms_syn,2018-12-08-19-39-44
444,comparator,200,ww,matching,0,0.534765309753142,novice,cohyponyms_syntactic,2018-12-08-19-39-44
445,comparator,200,ww,matching,0,0.5369219866429624,expert,cohyponyms_syntactic,2018-12-08-19-39-44
446,comparator,200,ww,matching,0,0.524144439615495,expert+rs,cohyponyms_syntactic,2018-12-08-19-39-44
447,comparator,200,ww,matching,1,0.534765309753142,novice,cohyponyms_syntactic,2018-12-08-19-39-44
448,comparator,200,ww,matching,1,0.5384537121708058,expert,cohyponyms_syntactic,2018-12-08-19-39-44
449,comparator,200,ww,matching,1,0.5259469458018364,expert+rs,cohyponyms_syntactic,2018-12-08-19-39-44
450,comparator,200,ww,matching,0,0.6810279667422838,novice,hypernyms_None,2018-12-08-19-39-44
451,comparator,200,ww,matching,0,0.5344258915687619,expert,hypernyms_None,2018-12-08-19-39-44
452,comparator,200,ww,matching,0,0.5294784580499053,expert+rs,hypernyms_None,2018-12-08-19-39-44
453,comparator,200,ww,matching,1,0.6812341098055695,novice,hypernyms_None,2018-12-08-19-39-44
454,comparator,200,ww,matching,1,0.5319178176321309,expert,hypernyms_None,2018-12-08-19-39-44
455,comparator,200,ww,matching,1,0.5294784580499057,expert+rs,hypernyms_None,2018-12-08-19-39-44
456,comparator,200,ww,matching,0,0.5186389643749957,novice,nyms_ant,2018-12-08-19-39-44
457,comparator,200,ww,matching,0,0.500086531993111,expert,nyms_ant,2018-12-08-19-39-44
458,comparator,200,ww,matching,0,0.5000293092234732,expert+rs,nyms_ant,2018-12-08-19-39-44
459,comparator,200,ww,matching,1,0.5204062760370981,novice,nyms_ant,2018-12-08-19-39-44
460,comparator,200,ww,matching,1,0.5000000000000285,expert,nyms_ant,2018-12-08-19-39-44
461,comparator,200,ww,matching,1,0.5000000000000285,expert+rs,nyms_ant,2018-12-08-19-39-44
462,comparator,200,wd,matching,0,0.5666094207169249,novice,cohyponyms_semantic,2018-11-27-22-22-56
463,comparator,200,wd,matching,0,0.530302444048795,expert,cohyponyms_semantic,2018-11-27-22-22-56
464,comparator,200,wd,matching,0,0.5090755012936413,expert+rs,cohyponyms_semantic,2018-11-27-22-22-56
465,comparator,200,wd,matching,1,0.5716950592664064,novice,cohyponyms_semantic,2018-11-27-22-22-56
466,comparator,200,wd,matching,1,0.5316215931939499,expert,cohyponyms_semantic,2018-11-27-22-22-56
467,comparator,200,wd,matching,1,0.5110147541783929,expert+rs,cohyponyms_semantic,2018-11-27-22-22-56
468,comparator,200,wd,matching,0,0.5876901045318552,novice,features_has,2018-11-27-22-22-56
469,comparator,200,wd,matching,0,0.5034501260793274,expert,features_has,2018-11-27-22-22-56
470,comparator,200,wd,matching,0,0.5070299667958921,expert+rs,features_has,2018-11-27-22-22-56
471,comparator,200,wd,matching,1,0.5876901045318552,novice,features_has,2018-11-27-22-22-56
472,comparator,200,wd,matching,1,0.5083772167747624,expert,features_has,2018-11-27-22-22-56
473,comparator,200,wd,matching,1,0.5023162737930181,expert+rs,features_has,2018-11-27-22-22-56
474,comparator,200,wd,matching,0,0.500000000000002,novice,features_is,2018-11-27-22-22-56
475,comparator,200,wd,matching,0,0.5058032119001399,expert,features_is,2018-11-27-22-22-56
476,comparator,200,wd,matching,0,0.5017768578477306,expert+rs,features_is,2018-11-27-22-22-56
477,comparator,200,wd,matching,1,0.500000000000002,novice,features_is,2018-11-27-22-22-56
478,comparator,200,wd,matching,1,0.5077338503081105,expert,features_is,2018-11-27-22-22-56
479,comparator,200,wd,matching,1,0.5032355867165688,expert+rs,features_is,2018-11-27-22-22-56
480,comparator,200,wd,matching,0,0.5372851897953379,novice,nyms_syn,2018-11-27-22-22-56
481,comparator,200,wd,matching,0,0.5000000000000614,expert,nyms_syn,2018-11-27-22-22-56
482,comparator,200,wd,matching,0,0.5000236646194453,expert+rs,nyms_syn,2018-11-27-22-22-56
483,comparator,200,wd,matching,1,0.5372851897953379,novice,nyms_syn,2018-11-27-22-22-56
484,comparator,200,wd,matching,1,0.5000000000000614,expert,nyms_syn,2018-11-27-22-22-56
485,comparator,200,wd,matching,1,0.5000765620040871,expert+rs,nyms_syn,2018-11-27-22-22-56
486,comparator,200,wd,matching,0,0.5072882973373294,novice,cohyponyms_syntactic,2018-11-27-22-22-56
487,comparator,200,wd,matching,0,0.5308151951592216,expert,cohyponyms_syntactic,2018-11-27-22-22-56
488,comparator,200,wd,matching,0,0.5179937313496279,expert+rs,cohyponyms_syntactic,2018-11-27-22-22-56
489,comparator,200,wd,matching,1,0.5000000000000023,novice,cohyponyms_syntactic,2018-11-27-22-22-56
490,comparator,200,wd,matching,1,0.5304912589014463,expert,cohyponyms_syntactic,2018-11-27-22-22-56
491,comparator,200,wd,matching,1,0.5329511134081835,expert+rs,cohyponyms_syntactic,2018-11-27-22-22-56
492,comparator,200,wd,matching,0,0.6463615749330479,novice,hypernyms_None,2018-11-27-22-22-56
493,comparator,200,wd,matching,0,0.5442864014292836,expert,hypernyms_None,2018-11-27-22-22-56
494,comparator,200,wd,matching,0,0.5297876726448341,expert+rs,hypernyms_None,2018-11-27-22-22-56
495,comparator,200,wd,matching,1,0.6294922009207997,novice,hypernyms_None,2018-11-27-22-22-56
496,comparator,200,wd,matching,1,0.5468631897203458,expert,hypernyms_None,2018-11-27-22-22-56
497,comparator,200,wd,matching,1,0.5414003985432703,expert+rs,hypernyms_None,2018-11-27-22-22-56
498,comparator,200,wd,matching,0,0.5250765295460902,novice,nyms_ant,2018-11-27-22-22-56
499,comparator,200,wd,matching,0,0.5159656118438393,expert,nyms_ant,2018-11-27-22-22-56
500,comparator,200,wd,matching,0,0.5000698061834961,expert+rs,nyms_ant,2018-11-27-22-22-56
501,comparator,200,wd,matching,1,0.5250765295460902,novice,nyms_ant,2018-11-27-22-22-56
502,comparator,200,wd,matching,1,0.5151964127111057,expert,nyms_ant,2018-11-27-22-22-56
503,comparator,200,wd,matching,1,0.5000544314150215,expert+rs,nyms_ant,2018-11-27-22-22-56
504,comparator,30,ww,matching,0,0.5376931984498978,novice,cohyponyms_semantic,2018-12-09-14-26-02
505,comparator,30,ww,matching,0,0.5036074130419869,expert,cohyponyms_semantic,2018-12-09-14-26-02
506,comparator,30,ww,matching,0,0.5049979011993049,expert+rs,cohyponyms_semantic,2018-12-09-14-26-02
507,comparator,30,ww,matching,1,0.5376931984498978,novice,cohyponyms_semantic,2018-12-09-14-26-02
508,comparator,30,ww,matching,1,0.5051297116264879,expert,cohyponyms_semantic,2018-12-09-14-26-02
509,comparator,30,ww,matching,1,0.5041526416620076,expert+rs,cohyponyms_semantic,2018-12-09-14-26-02
510,comparator,30,ww,matching,0,0.507587421055851,novice,features_has,2018-12-09-14-26-02
511,comparator,30,ww,matching,0,0.5053846328166959,expert,features_has,2018-12-09-14-26-02
512,comparator,30,ww,matching,0,0.5043852753703677,expert+rs,features_has,2018-12-09-14-26-02
513,comparator,30,ww,matching,1,0.502514917773443,novice,features_has,2018-12-09-14-26-02
514,comparator,30,ww,matching,1,0.5040452908275367,expert,features_has,2018-12-09-14-26-02
515,comparator,30,ww,matching,1,0.5057203682904275,expert+rs,features_has,2018-12-09-14-26-02
516,comparator,30,ww,matching,0,0.5000000000000699,novice,features_is,2018-12-09-14-26-02
517,comparator,30,ww,matching,0,0.5028081350645207,expert,features_is,2018-12-09-14-26-02
518,comparator,30,ww,matching,0,0.5004409347817392,expert+rs,features_is,2018-12-09-14-26-02
519,comparator,30,ww,matching,1,0.500000000000002,novice,features_is,2018-12-09-14-26-02
520,comparator,30,ww,matching,1,0.5044279326718151,expert,features_is,2018-12-09-14-26-02
521,comparator,30,ww,matching,1,0.5051618522176129,expert+rs,features_is,2018-12-09-14-26-02
522,comparator,30,ww,matching,0,0.5043194924872063,novice,nyms_syn,2018-12-09-14-26-02
523,comparator,30,ww,matching,0,0.5014699323344431,expert,nyms_syn,2018-12-09-14-26-02
524,comparator,30,ww,matching,0,0.5009102755423611,expert+rs,nyms_syn,2018-12-09-14-26-02
525,comparator,30,ww,matching,1,0.5039956507719757,novice,nyms_syn,2018-12-09-14-26-02
526,comparator,30,ww,matching,1,0.5006778636012519,expert,nyms_syn,2018-12-09-14-26-02
527,comparator,30,ww,matching,1,0.5010992880968331,expert+rs,nyms_syn,2018-12-09-14-26-02
528,comparator,30,ww,matching,0,0.6007764546326949,novice,cohyponyms_syntactic,2018-12-09-14-26-02
529,comparator,30,ww,matching,0,0.5395349907443012,expert,cohyponyms_syntactic,2018-12-09-14-26-02
530,comparator,30,ww,matching,0,0.5364303334532432,expert+rs,cohyponyms_syntactic,2018-12-09-14-26-02
531,comparator,30,ww,matching,1,0.5976600886683584,novice,cohyponyms_syntactic,2018-12-09-14-26-02
532,comparator,30,ww,matching,1,0.5375807939188519,expert,cohyponyms_syntactic,2018-12-09-14-26-02
533,comparator,30,ww,matching,1,0.5345814332227812,expert+rs,cohyponyms_syntactic,2018-12-09-14-26-02
534,comparator,30,ww,matching,0,0.5545935545935744,novice,hypernyms_None,2018-12-09-14-26-02
535,comparator,30,ww,matching,0,0.5268329554044071,expert,hypernyms_None,2018-12-09-14-26-02
536,comparator,30,ww,matching,0,0.5260770975056931,expert+rs,hypernyms_None,2018-12-09-14-26-02
537,comparator,30,ww,matching,1,0.5550745550745826,novice,hypernyms_None,2018-12-09-14-26-02
538,comparator,30,ww,matching,1,0.5280010994296943,expert,hypernyms_None,2018-12-09-14-26-02
539,comparator,30,ww,matching,1,0.5270047412904788,expert+rs,hypernyms_None,2018-12-09-14-26-02
540,comparator,30,ww,matching,0,0.5102870169494492,novice,nyms_ant,2018-12-09-14-26-02
541,comparator,30,ww,matching,0,0.5000167481276989,expert,nyms_ant,2018-12-09-14-26-02
542,comparator,30,ww,matching,0,0.5000013956773084,expert+rs,nyms_ant,2018-12-09-14-26-02
543,comparator,30,ww,matching,1,0.500011165418466,novice,nyms_ant,2018-12-09-14-26-02
544,comparator,30,ww,matching,1,0.5000376832873227,expert,nyms_ant,2018-12-09-14-26-02
545,comparator,30,ww,matching,1,0.5000572227696379,expert+rs,nyms_ant,2018-12-09-14-26-02
546,comparator,30,cbow,matching,0,0.7793867838275896,novice,cohyponyms_semantic,2018-11-14-10-15-41
547,comparator,30,cbow,matching,0,0.8038493544896059,expert,cohyponyms_semantic,2018-11-14-10-15-41
548,comparator,30,cbow,matching,0,0.7573834178813437,expert+rs,cohyponyms_semantic,2018-11-14-10-15-41
549,comparator,30,cbow,matching,1,0.7789150296938833,novice,cohyponyms_semantic,2018-11-14-10-15-41
550,comparator,30,cbow,matching,1,0.8011150664075766,expert,cohyponyms_semantic,2018-11-14-10-15-41
