exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.5528058532418436,0.5604697312102244,0.0,0.1,100.0,64,500,32,0.1,False
0.5535107975572567,0.5604697312102244,0.0,0.1,100.0,128,500,32,0.1,False
0.5574568061146162,0.5604697312102244,0.0,0.1,100.0,64,500,256,0.1,False
0.5514862345439987,0.5604697312102244,0.0,0.1,100.0,128,500,256,0.1,False
0.5608786394186969,0.5604697312102244,0.0,0.1,100.0,64,500,32,0.5,False
0.559873136427012,0.5604697312102244,0.0,0.1,100.0,128,500,32,0.5,False
0.5724003396686158,0.5604697312102244,0.0,0.1,100.0,64,500,256,0.5,False
0.5560928609248975,0.5604697312102244,0.0,0.1,100.0,128,500,256,0.5,False
0.5525612131793018,0.5604697312102244,0.0,0.1,100.0,64,500,32,0.1,True
0.5429133914476304,0.5604697312102244,0.0,0.1,100.0,128,500,32,0.1,True
0.5495934113464005,0.5604697312102244,0.0,0.1,100.0,64,500,256,0.1,True
0.5598629092556026,0.5604697312102244,0.0,0.1,100.0,128,500,256,0.1,True
0.54919651499977,0.5604697312102244,0.0,0.1,100.0,64,500,32,0.5,True
0.5534765808946335,0.5604697312102244,0.0,0.1,100.0,128,500,32,0.5,True
0.5505629551267323,0.5604697312102244,0.0,0.1,100.0,64,500,256,0.5,True
0.550608208692676,0.5604697312102244,0.0,0.1,100.0,128,500,256,0.5,True
