exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_output,prop_negative,shuffled
0.6731352115110475,0.6176747511543075,0.0,0.1,64,50,,,False
0.6304374194497127,0.6176747511543075,0.0,0.1,64,50,,,True
