exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_output,prop_negative,shuffled
0.843310201420688,0.7249671025752052,0.0,0.1,64,50,,,False
0.7241532626037727,0.7249671025752052,0.0,0.1,64,50,,,True
