exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.8219201593207318,0.596108738982161,0.0,0.1,100.0,64,500,32,0.1,False
0.7388358518309632,0.596108738982161,0.0,0.1,100.0,128,500,32,0.1,False
0.9128361404439735,0.596108738982161,0.0,0.1,100.0,64,500,256,0.1,False
0.8773738269075413,0.596108738982161,0.0,0.1,100.0,128,500,256,0.1,False
0.8656678788670648,0.596108738982161,0.0,0.1,100.0,64,500,32,0.5,False
0.8010325061647036,0.596108738982161,0.0,0.1,100.0,128,500,32,0.5,False
0.9410179716135227,0.596108738982161,0.0,0.1,100.0,64,500,256,0.5,False
0.930405506105816,0.596108738982161,0.0,0.1,100.0,128,500,256,0.5,False
0.5314445249170621,0.596108738982161,0.0,0.1,100.0,64,500,32,0.1,True
0.5195454005449173,0.596108738982161,0.0,0.1,100.0,128,500,32,0.1,True
0.5313263633664909,0.596108738982161,0.0,0.1,100.0,64,500,256,0.1,True
0.5317876692157424,0.596108738982161,0.0,0.1,100.0,128,500,256,0.1,True
0.5623710081392799,0.596108738982161,0.0,0.1,100.0,64,500,32,0.5,True
0.5521334045730196,0.596108738982161,0.0,0.1,100.0,128,500,32,0.5,True
0.5716760905552218,0.596108738982161,0.0,0.1,100.0,64,500,256,0.5,True
0.5640847656925254,0.596108738982161,0.0,0.1,100.0,128,500,256,0.5,True
