exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_output,prop_negative,shuffled
0.7985295128152461,0.7429739572597,0.0,0.1,64,50,,,False
0.7387823816395495,0.7429739572597,0.0,0.1,64,50,,,True
