exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled
0.7976776001621051,0.7580577776053192,0.0,0.1,100.0,4,500,32,False
0.8002804455773633,0.7580577776053192,0.2,0.1,100.0,4,500,32,False
0.8146946148255265,0.7580577776053192,0.0,0.1,100.0,4,500,256,False
0.8140629424412199,0.7580577776053192,0.2,0.1,100.0,4,500,256,False
0.6735179236444552,0.7580577776053192,0.0,0.1,100.0,4,500,32,True
0.669699557571074,0.7580577776053192,0.2,0.1,100.0,4,500,32,True
0.6742553885145688,0.7580577776053192,0.0,0.1,100.0,4,500,256,True
0.6680455533404885,0.7580577776053192,0.2,0.1,100.0,4,500,256,True
