exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.275390625,0.03515625,0.1,0.1,50.0,2,500,32,False,True
0.28125,0.03515625,0.3,0.1,50.0,2,500,32,False,True
0.271484375,0.03515625,0.1,0.1,100.0,2,500,32,False,True
0.244140625,0.03515625,0.3,0.1,100.0,2,500,32,False,True
0.30078125,0.03515625,0.1,0.1,50.0,2,500,256,False,True
0.310546875,0.03515625,0.3,0.1,50.0,2,500,256,False,True
0.30859375,0.03515625,0.1,0.1,100.0,2,500,256,False,True
0.296875,0.03515625,0.3,0.1,100.0,2,500,256,False,True
0.19140625,0.03515625,0.1,0.1,50.0,2,500,32,True,True
0.171875,0.03515625,0.3,0.1,50.0,2,500,32,True,True
0.19921875,0.03515625,0.1,0.1,100.0,2,500,32,True,True
0.1875,0.03515625,0.3,0.1,100.0,2,500,32,True,True
0.177734375,0.03515625,0.1,0.1,50.0,2,500,256,True,True
0.18359375,0.03515625,0.3,0.1,50.0,2,500,256,True,True
0.19140625,0.03515625,0.1,0.1,100.0,2,500,256,True,True
0.193359375,0.03515625,0.3,0.1,100.0,2,500,256,True,True
