exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.6857724534219057,0.7070462097669474,0.0,0.1,100.0,64,500,32,0.1,False
0.6537934787584538,0.7070462097669474,0.0,0.1,100.0,128,500,32,0.1,False
0.7555411099577056,0.7070462097669474,0.0,0.1,100.0,64,500,256,0.1,False
0.7518924217940347,0.7070462097669474,0.0,0.1,100.0,128,500,256,0.1,False
0.7505329574084264,0.7070462097669474,0.0,0.1,100.0,64,500,32,0.5,False
0.7330029734092721,0.7070462097669474,0.0,0.1,100.0,128,500,32,0.5,False
0.7820961833791743,0.7070462097669474,0.0,0.1,100.0,64,500,256,0.5,False
0.7715184243827758,0.7070462097669474,0.0,0.1,100.0,128,500,256,0.5,False
0.5643921538252279,0.7070462097669474,0.0,0.1,100.0,64,500,32,0.1,True
0.5824698326718527,0.7070462097669474,0.0,0.1,100.0,128,500,32,0.1,True
0.6155791119176999,0.7070462097669474,0.0,0.1,100.0,64,500,256,0.1,True
0.6121088914812655,0.7070462097669474,0.0,0.1,100.0,128,500,256,0.1,True
0.623003602658821,0.7070462097669474,0.0,0.1,100.0,64,500,32,0.5,True
0.6097005254986316,0.7070462097669474,0.0,0.1,100.0,128,500,32,0.5,True
0.6372348931056458,0.7070462097669474,0.0,0.1,100.0,64,500,256,0.5,True
0.6287829771380292,0.7070462097669474,0.0,0.1,100.0,128,500,256,0.5,True
