exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.5158273392813204,0.5300577228762897,0.0,0.1,100.0,64,500,32,0.1,False
0.514918615474432,0.5300577228762897,0.0,0.1,100.0,128,500,32,0.1,False
0.5903842466170125,0.5300577228762897,0.0,0.1,100.0,64,500,256,0.1,False
0.5543970997039629,0.5300577228762897,0.0,0.1,100.0,128,500,256,0.1,False
0.5715034455014101,0.5300577228762897,0.0,0.1,100.0,64,500,32,0.5,False
0.5326654131914823,0.5300577228762897,0.0,0.1,100.0,128,500,32,0.5,False
0.6092868870149545,0.5300577228762897,0.0,0.1,100.0,64,500,256,0.5,False
0.6044675117941458,0.5300577228762897,0.0,0.1,100.0,128,500,256,0.5,False
0.5095780445283207,0.5300577228762897,0.0,0.1,100.0,64,500,32,0.1,True
0.5075719314037279,0.5300577228762897,0.0,0.1,100.0,128,500,32,0.1,True
0.5094352778167875,0.5300577228762897,0.0,0.1,100.0,64,500,256,0.1,True
0.5150271901945264,0.5300577228762897,0.0,0.1,100.0,128,500,256,0.1,True
0.5006761214002425,0.5300577228762897,0.0,0.1,100.0,64,500,32,0.5,True
0.5081269961880167,0.5300577228762897,0.0,0.1,100.0,128,500,32,0.5,True
0.5189702250850711,0.5300577228762897,0.0,0.1,100.0,64,500,256,0.5,True
0.5200204884029223,0.5300577228762897,0.0,0.1,100.0,128,500,256,0.5,True
