exp_score,nov_score,beta,learning_rate,mb_size,num_epochs,num_output,prop_negative,shuffled
0.6607468914564776,0.6549889431494826,0.0,0.1,64,50,,,False
0.6552038512505141,0.6549889431494826,0.0,0.1,64,50,,,True
