exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.283203125,0.033203125,0.1,0.1,50.0,2,500,32,False,True
0.26953125,0.033203125,0.3,0.1,50.0,2,500,32,False,True
0.24609375,0.033203125,0.1,0.1,100.0,2,500,32,False,True
0.23828125,0.033203125,0.3,0.1,100.0,2,500,32,False,True
0.326171875,0.033203125,0.1,0.1,50.0,2,500,256,False,True
0.298828125,0.033203125,0.3,0.1,50.0,2,500,256,False,True
0.296875,0.033203125,0.1,0.1,100.0,2,500,256,False,True
0.28125,0.033203125,0.3,0.1,100.0,2,500,256,False,True
0.13671875,0.033203125,0.1,0.1,50.0,2,500,32,True,True
0.12890625,0.033203125,0.3,0.1,50.0,2,500,32,True,True
0.14453125,0.033203125,0.1,0.1,100.0,2,500,32,True,True
0.12890625,0.033203125,0.3,0.1,100.0,2,500,32,True,True
0.15234375,0.033203125,0.1,0.1,50.0,2,500,256,True,True
0.154296875,0.033203125,0.3,0.1,50.0,2,500,256,True,True
0.15625,0.033203125,0.1,0.1,100.0,2,500,256,True,True
0.15625,0.033203125,0.3,0.1,100.0,2,500,256,True,True
