exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.287109375,0.033203125,0.1,0.1,50.0,2,500,32,False,True
0.28125,0.033203125,0.3,0.1,50.0,2,500,32,False,True
0.236328125,0.033203125,0.1,0.1,100.0,2,500,32,False,True
0.244140625,0.033203125,0.3,0.1,100.0,2,500,32,False,True
0.322265625,0.033203125,0.1,0.1,50.0,2,500,256,False,True
0.322265625,0.033203125,0.3,0.1,50.0,2,500,256,False,True
0.296875,0.033203125,0.1,0.1,100.0,2,500,256,False,True
0.28515625,0.033203125,0.3,0.1,100.0,2,500,256,False,True
0.138671875,0.033203125,0.1,0.1,50.0,2,500,32,True,True
0.12890625,0.033203125,0.3,0.1,50.0,2,500,32,True,True
0.126953125,0.033203125,0.1,0.1,100.0,2,500,32,True,True
0.1328125,0.033203125,0.3,0.1,100.0,2,500,32,True,True
0.162109375,0.033203125,0.1,0.1,50.0,2,500,256,True,True
0.158203125,0.033203125,0.3,0.1,50.0,2,500,256,True,True
0.162109375,0.033203125,0.1,0.1,100.0,2,500,256,True,True
0.154296875,0.033203125,0.3,0.1,100.0,2,500,256,True,True
