exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.134765625,0.013671875,0.1,0.1,50.0,2,500,32,False,True
0.134765625,0.013671875,0.3,0.1,50.0,2,500,32,False,True
0.130859375,0.013671875,0.1,0.1,100.0,2,500,32,False,True
0.1171875,0.013671875,0.3,0.1,100.0,2,500,32,False,True
0.171875,0.013671875,0.1,0.1,50.0,2,500,256,False,True
0.171875,0.013671875,0.3,0.1,50.0,2,500,256,False,True
0.154296875,0.013671875,0.1,0.1,100.0,2,500,256,False,True
0.158203125,0.013671875,0.3,0.1,100.0,2,500,256,False,True
0.107421875,0.013671875,0.1,0.1,50.0,2,500,32,True,True
0.099609375,0.013671875,0.3,0.1,50.0,2,500,32,True,True
0.111328125,0.013671875,0.1,0.1,100.0,2,500,32,True,True
0.1015625,0.013671875,0.3,0.1,100.0,2,500,32,True,True
0.09765625,0.013671875,0.1,0.1,50.0,2,500,256,True,True
0.103515625,0.013671875,0.3,0.1,50.0,2,500,256,True,True
0.087890625,0.013671875,0.1,0.1,100.0,2,500,256,True,True
0.099609375,0.013671875,0.3,0.1,100.0,2,500,256,True,True
