exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.138671875,0.013671875,0.1,0.1,50.0,2,500,32,False,True
0.130859375,0.013671875,0.3,0.1,50.0,2,500,32,False,True
0.134765625,0.013671875,0.1,0.1,100.0,2,500,32,False,True
0.130859375,0.013671875,0.3,0.1,100.0,2,500,32,False,True
0.154296875,0.013671875,0.1,0.1,50.0,2,500,256,False,True
0.158203125,0.013671875,0.3,0.1,50.0,2,500,256,False,True
0.146484375,0.013671875,0.1,0.1,100.0,2,500,256,False,True
0.154296875,0.013671875,0.3,0.1,100.0,2,500,256,False,True
0.11328125,0.013671875,0.1,0.1,50.0,2,500,32,True,True
0.125,0.013671875,0.3,0.1,50.0,2,500,32,True,True
0.1015625,0.013671875,0.1,0.1,100.0,2,500,32,True,True
0.10546875,0.013671875,0.3,0.1,100.0,2,500,32,True,True
0.103515625,0.013671875,0.1,0.1,50.0,2,500,256,True,True
0.115234375,0.013671875,0.3,0.1,50.0,2,500,256,True,True
0.11328125,0.013671875,0.1,0.1,100.0,2,500,256,True,True
0.1171875,0.013671875,0.3,0.1,100.0,2,500,256,True,True
