exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.224609375,0.0,0.1,0.1,50.0,2,500,32,False,True
0.208984375,0.0,0.3,0.1,50.0,2,500,32,False,True
0.224609375,0.0,0.1,0.1,100.0,2,500,32,False,True
0.232421875,0.0,0.3,0.1,100.0,2,500,32,False,True
0.208984375,0.0,0.1,0.1,50.0,2,500,256,False,True
0.21484375,0.0,0.3,0.1,50.0,2,500,256,False,True
0.20703125,0.0,0.1,0.1,100.0,2,500,256,False,True
0.21484375,0.0,0.3,0.1,100.0,2,500,256,False,True
0.15234375,0.0,0.1,0.1,50.0,2,500,32,True,True
0.15625,0.0,0.3,0.1,50.0,2,500,32,True,True
0.18359375,0.0,0.1,0.1,100.0,2,500,32,True,True
0.171875,0.0,0.3,0.1,100.0,2,500,32,True,True
0.134765625,0.0,0.1,0.1,50.0,2,500,256,True,True
0.12109375,0.0,0.3,0.1,50.0,2,500,256,True,True
0.1171875,0.0,0.1,0.1,100.0,2,500,256,True,True
0.119140625,0.0,0.3,0.1,100.0,2,500,256,True,True
