exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.21875,0.0,0.1,0.1,50.0,2,500,32,False,True
0.21875,0.0,0.3,0.1,50.0,2,500,32,False,True
0.216796875,0.0,0.1,0.1,100.0,2,500,32,False,True
0.208984375,0.0,0.3,0.1,100.0,2,500,32,False,True
0.212890625,0.0,0.1,0.1,50.0,2,500,256,False,True
0.208984375,0.0,0.3,0.1,50.0,2,500,256,False,True
0.216796875,0.0,0.1,0.1,100.0,2,500,256,False,True
0.20703125,0.0,0.3,0.1,100.0,2,500,256,False,True
0.169921875,0.0,0.1,0.1,50.0,2,500,32,True,True
0.1484375,0.0,0.3,0.1,50.0,2,500,32,True,True
0.1875,0.0,0.1,0.1,100.0,2,500,32,True,True
0.1796875,0.0,0.3,0.1,100.0,2,500,32,True,True
0.126953125,0.0,0.1,0.1,50.0,2,500,256,True,True
0.134765625,0.0,0.3,0.1,50.0,2,500,256,True,True
0.1328125,0.0,0.1,0.1,100.0,2,500,256,True,True
0.1328125,0.0,0.3,0.1,100.0,2,500,256,True,True
