exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.05078125,0.005859375,0.1,0.1,50.0,2,500,32,False,True
0.05078125,0.005859375,0.3,0.1,50.0,2,500,32,False,True
0.04296875,0.005859375,0.1,0.1,100.0,2,500,32,False,True
0.048828125,0.005859375,0.3,0.1,100.0,2,500,32,False,True
0.0625,0.005859375,0.1,0.1,50.0,2,500,256,False,True
0.056640625,0.005859375,0.3,0.1,50.0,2,500,256,False,True
0.048828125,0.005859375,0.1,0.1,100.0,2,500,256,False,True
0.046875,0.005859375,0.3,0.1,100.0,2,500,256,False,True
0.052734375,0.005859375,0.1,0.1,50.0,2,500,32,True,True
0.05078125,0.005859375,0.3,0.1,50.0,2,500,32,True,True
0.056640625,0.005859375,0.1,0.1,100.0,2,500,32,True,True
0.056640625,0.005859375,0.3,0.1,100.0,2,500,32,True,True
0.046875,0.005859375,0.1,0.1,50.0,2,500,256,True,True
0.05078125,0.005859375,0.3,0.1,50.0,2,500,256,True,True
0.046875,0.005859375,0.1,0.1,100.0,2,500,256,True,True
0.048828125,0.005859375,0.3,0.1,100.0,2,500,256,True,True
