exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.6248274298608926,0.6365815033756029,0.0,0.1,100.0,64,500,32,0.1,False
0.6140780844551685,0.6365815033756029,0.0,0.1,100.0,128,500,32,0.1,False
0.6465980391840082,0.6365815033756029,0.0,0.1,100.0,64,500,256,0.1,False
0.6414236188482338,0.6365815033756029,0.0,0.1,100.0,128,500,256,0.1,False
0.6269988696995915,0.6365815033756029,0.0,0.1,100.0,64,500,32,0.5,False
0.626984925101074,0.6365815033756029,0.0,0.1,100.0,128,500,32,0.5,False
0.642861807115569,0.6365815033756029,0.0,0.1,100.0,64,500,256,0.5,False
0.6424500063909038,0.6365815033756029,0.0,0.1,100.0,128,500,256,0.5,False
0.5843904202761899,0.6365815033756029,0.0,0.1,100.0,64,500,32,0.1,True
0.5814508604121885,0.6365815033756029,0.0,0.1,100.0,128,500,32,0.1,True
0.5889286903622419,0.6365815033756029,0.0,0.1,100.0,64,500,256,0.1,True
0.5874402233628263,0.6365815033756029,0.0,0.1,100.0,128,500,256,0.1,True
0.5989653644482548,0.6365815033756029,0.0,0.1,100.0,64,500,32,0.5,True
0.5973142668377714,0.6365815033756029,0.0,0.1,100.0,128,500,32,0.5,True
0.5969581333360529,0.6365815033756029,0.0,0.1,100.0,64,500,256,0.5,True
0.594587313869374,0.6365815033756029,0.0,0.1,100.0,128,500,256,0.5,True
