exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.09765625,0.017578125,0.1,0.1,50.0,2,500,32,False,True
0.1171875,0.017578125,0.3,0.1,50.0,2,500,32,False,True
0.103515625,0.017578125,0.1,0.1,100.0,2,500,32,False,True
0.099609375,0.017578125,0.3,0.1,100.0,2,500,32,False,True
0.126953125,0.017578125,0.1,0.1,50.0,2,500,256,False,True
0.109375,0.017578125,0.3,0.1,50.0,2,500,256,False,True
0.1015625,0.017578125,0.1,0.1,100.0,2,500,256,False,True
0.099609375,0.017578125,0.3,0.1,100.0,2,500,256,False,True
0.107421875,0.017578125,0.1,0.1,50.0,2,500,32,True,True
0.1171875,0.017578125,0.3,0.1,50.0,2,500,32,True,True
0.11328125,0.017578125,0.1,0.1,100.0,2,500,32,True,True
0.103515625,0.017578125,0.3,0.1,100.0,2,500,32,True,True
0.099609375,0.017578125,0.1,0.1,50.0,2,500,256,True,True
0.107421875,0.017578125,0.3,0.1,50.0,2,500,256,True,True
0.095703125,0.017578125,0.1,0.1,100.0,2,500,256,True,True
0.099609375,0.017578125,0.3,0.1,100.0,2,500,256,True,True
