exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,prop_negative,shuffled
0.7848740150333364,0.7777213041197315,0.0,0.1,100.0,64,500,32,0.1,False
0.7823592430288552,0.7777213041197315,0.0,0.1,100.0,128,500,32,0.1,False
0.7887043656056701,0.7777213041197315,0.0,0.1,100.0,64,500,256,0.1,False
0.7893144330252156,0.7777213041197315,0.0,0.1,100.0,128,500,256,0.1,False
0.8060391902986948,0.7777213041197315,0.0,0.1,100.0,64,500,32,0.5,False
0.8064360527736661,0.7777213041197315,0.0,0.1,100.0,128,500,32,0.5,False
0.8124246702171053,0.7777213041197315,0.0,0.1,100.0,64,500,256,0.5,False
0.8101752709309176,0.7777213041197315,0.0,0.1,100.0,128,500,256,0.5,False
0.7503222831796361,0.7777213041197315,0.0,0.1,100.0,64,500,32,0.1,True
0.7563572316774492,0.7777213041197315,0.0,0.1,100.0,128,500,32,0.1,True
0.7578090946145785,0.7777213041197315,0.0,0.1,100.0,64,500,256,0.1,True
0.755924481889389,0.7777213041197315,0.0,0.1,100.0,128,500,256,0.1,True
0.7627007584539599,0.7777213041197315,0.0,0.1,100.0,64,500,32,0.5,True
0.7642354379018192,0.7777213041197315,0.0,0.1,100.0,128,500,32,0.5,True
0.7617231357572338,0.7777213041197315,0.0,0.1,100.0,64,500,256,0.5,True
0.7670083987468492,0.7777213041197315,0.0,0.1,100.0,128,500,256,0.5,True
