exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.31640625,0.0,0.1,0.1,50.0,2,500,32,False,True
0.3203125,0.0,0.3,0.1,50.0,2,500,32,False,True
0.287109375,0.0,0.1,0.1,100.0,2,500,32,False,True
0.3125,0.0,0.3,0.1,100.0,2,500,32,False,True
0.34765625,0.0,0.1,0.1,50.0,2,500,256,False,True
0.349609375,0.0,0.3,0.1,50.0,2,500,256,False,True
0.3359375,0.0,0.1,0.1,100.0,2,500,256,False,True
0.33203125,0.0,0.3,0.1,100.0,2,500,256,False,True
0.138671875,0.0,0.1,0.1,50.0,2,500,32,True,True
0.15234375,0.0,0.3,0.1,50.0,2,500,32,True,True
0.14453125,0.0,0.1,0.1,100.0,2,500,32,True,True
0.15234375,0.0,0.3,0.1,100.0,2,500,32,True,True
0.1640625,0.0,0.1,0.1,50.0,2,500,256,True,True
0.14453125,0.0,0.3,0.1,50.0,2,500,256,True,True
0.146484375,0.0,0.1,0.1,100.0,2,500,256,True,True
0.138671875,0.0,0.3,0.1,100.0,2,500,256,True,True
