exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.302734375,0.0,0.1,0.1,50.0,2,500,32,False,True
0.322265625,0.0,0.3,0.1,50.0,2,500,32,False,True
0.283203125,0.0,0.1,0.1,100.0,2,500,32,False,True
0.30859375,0.0,0.3,0.1,100.0,2,500,32,False,True
0.34375,0.0,0.1,0.1,50.0,2,500,256,False,True
0.345703125,0.0,0.3,0.1,50.0,2,500,256,False,True
0.328125,0.0,0.1,0.1,100.0,2,500,256,False,True
0.333984375,0.0,0.3,0.1,100.0,2,500,256,False,True
0.1484375,0.0,0.1,0.1,50.0,2,500,32,True,True
0.142578125,0.0,0.3,0.1,50.0,2,500,32,True,True
0.146484375,0.0,0.1,0.1,100.0,2,500,32,True,True
0.142578125,0.0,0.3,0.1,100.0,2,500,32,True,True
0.142578125,0.0,0.1,0.1,50.0,2,500,256,True,True
0.123046875,0.0,0.3,0.1,50.0,2,500,256,True,True
0.125,0.0,0.1,0.1,100.0,2,500,256,True,True
0.12890625,0.0,0.3,0.1,100.0,2,500,256,True,True
