exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.16015625,0.021484375,0.1,0.1,50.0,2,500,32,False,True
0.16796875,0.021484375,0.3,0.1,50.0,2,500,32,False,True
0.134765625,0.021484375,0.1,0.1,100.0,2,500,32,False,True
0.138671875,0.021484375,0.3,0.1,100.0,2,500,32,False,True
0.181640625,0.021484375,0.1,0.1,50.0,2,500,256,False,True
0.171875,0.021484375,0.3,0.1,50.0,2,500,256,False,True
0.16015625,0.021484375,0.1,0.1,100.0,2,500,256,False,True
0.166015625,0.021484375,0.3,0.1,100.0,2,500,256,False,True
0.107421875,0.021484375,0.1,0.1,50.0,2,500,32,True,True
0.12109375,0.021484375,0.3,0.1,50.0,2,500,32,True,True
0.111328125,0.021484375,0.1,0.1,100.0,2,500,32,True,True
0.103515625,0.021484375,0.3,0.1,100.0,2,500,32,True,True
0.10546875,0.021484375,0.1,0.1,50.0,2,500,256,True,True
0.107421875,0.021484375,0.3,0.1,50.0,2,500,256,True,True
0.103515625,0.021484375,0.1,0.1,100.0,2,500,256,True,True
0.1015625,0.021484375,0.3,0.1,100.0,2,500,256,True,True
